No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
13;oppo;Oppo Find X8;https://www.gsmarena.com/oppo_find_x8-13407.php;N/A;N/A;"80W wired, PD 55W, PPS, UFCS
50W wireless
10W reverse wireless";Si/C Li-Ion 5630 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 7i), glass back (Gorilla Glass 7i), aluminum frame;157.4 x 74.3 x 7.9 mm (6.20 x 2.93 x 0.31 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;193 g (6.81 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), GLONASS, NavIC (L5);No;USB Type-C 3.0 (Global), 2.0 (China), OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct;Ultra HDR image support;Corning Gorilla Glass 7i;1256 x 2760 pixels (~460 ppi density);6.59 inches, 105.6 cm2 (~90.3% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, 800 nits (typ), 1600 nits (HBM), 4500 nits (peak);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, October 24;Available. Released 2024, October 30;N/A;Laser AF, color spectrum sensor, Hasselblad Color Calibration, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
50 MP, f/2.6, 73mm (periscope telephoto), 1/1.95"", 0.61µm, 3x optical zoom, multi-directional PDAF, OIS
50 MP, f/2.0, 15mm, 120˚ (ultrawide), 1/2.75"", 0.64µm, multi-directional PDAF";"4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision";UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Star Grey, Space Black, Shell Pink, Blue;CPH2651, PKB110;About 850 EUR;N/A;1, 3, 5, 7, 8, 28, 38, 40, 41, 66, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 42, 66 - International;1, 2, 3, 5, 7, 8, 12, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 13:58h;N/A;N/A;1364 nits max brightness (measured);-24.0 LUFS (Very good);"AnTuTu: 2751909 (v10)
GeekBench: 8885 (v6)
3DMark: 6513 (Wild Life Extreme)";Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720);Mediatek Dimensity 9400 (3 nm);Immortalis-G925;Android 15, up to 5 major Android upgrades, ColorOS 15;Panorama;"32 MP, f/2.4, 21mm (wide), 1/2.74"", 0.8µm";4K@30/60fps, 1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers
14;oppo;Oppo A78;https://www.gsmarena.com/oppo_a78-12073.php;N/A;N/A;33W wired, PD, 52% in 30 min, 100% in 67 min;Li-Po 5000 mAh;IP54 dust protected and water resistant (water splashes);N/A;163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in);Nano-SIM + Nano-SIM;188 g (6.63 oz);5.3, A2DP, LE, aptX;N/A;Yes;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda glass;720 x 1612 pixels, 20:9 ratio (~269 ppi density);6.56 inches, 103.4 cm2 (~84.0% screen-to-body ratio);IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2023, January 07;Available. Released 2023, January 07;"50 MP, f/1.8, 27mm (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC;128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Glowing Black, Glowing Purple;CPH2483, CPH2495;$ 105.03 / € 164.99 / ₹ 16,999;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 700 (7 nm);Mali-G57 MC2;Android 12, upgradable to Android 14, ColorOS 14;N/A;8 MP, f/2.0, 27mm (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers
15;oppo;Oppo A18;https://www.gsmarena.com/oppo_a18-12591.php;N/A;N/A;N/A;Li-Po 5000 mAh;IP54 dust protected and water resistant (water splashes);N/A;163.7 x 75 x 8.2 mm (6.44 x 2.95 x 0.32 in);Nano-SIM + Nano-SIM;188 g (6.63 oz);5.3, A2DP, LE, aptX HD;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~269 ppi density);6.56 inches, 103.4 cm2 (~84.2% screen-to-body ratio);IPS LCD, 90Hz, 720 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2023, September 27;Available. Released 2023, October 05;"8 MP, f/2.0, (wide), AF
2 MP, f/2.4, (depth)";LED flash, panorama;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC;64GB 4GB RAM, 128GB 4GB RAM;Glowing Black, Glowing Blue;CPH2591;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769 Helio G85 (12 nm);Mali-G52 MC2;Android 13, upgradable to Android 15, ColorOS 15;Panorama;5 MP, f/2.2, (wide);1080p@30fps;N/A;Yes;Yes
16;oppo;Oppo Reno14 F;https://www.gsmarena.com/oppo_reno14_f_5g-13977.php;N/A;N/A;"45W wired, PD2, QC2.0, 44W PPS
Reverse wired";6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)";N/A;158.1 x 75 x 7.7 mm (6.22 x 2.95 x 0.30 in);Nano-SIM + Nano-SIM;180 g (6.35 oz);5.1, A2DP, LE, aptX HD;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;AGC Dragontrail DT-Star D+, Mohs level 5;1080 x 2372 pixels (~397 ppi density);6.57 inches, 105.0 cm2 (~88.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1400 nits (HBM);63:00h endurance, 1600 cycles;Class A;Class A (300 falls);Class B;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, June 25;Available. Released 2025, July 16;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm, AF
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;microSDXC;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Glossy Pink, Luminous Green, Opal Blue;CPH2743;$ 690.00 / £ 448.00;N/A;1, 3, 5, 8, 40 SA/NSA - version 3;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - version 1;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 42, 48, 66 - version 1;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 71, 77, 78 SA/NSA - version 1;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);Adreno 710;Android 15, ColorOS 15;Panorama;"32 MP, f/2.0, 22mm (wide), 1/2.74"", 0.8µm, AF";1080p@30fps;N/A;No;Yes, with stereo speakers
17;oppo;Oppo A6 Pro 4G;https://www.gsmarena.com/oppo_a6_pro-14170.php;N/A;N/A;"80W wired, 33W PPS, 13.5W PD
Reverse wired charging";Si/C Li-Ion 7000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;158.2 x 75 x 8 mm (6.23 x 2.95 x 0.31 in);Nano-SIM + Nano-SIM;188 g (6.63 oz);5.4, A2DP, LE, aptX HD;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS, QZSS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;AGC DT-Star D+;1080 x 2372 pixels (~397 ppi density);6.57 inches, 105.0 cm2 (~88.5% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1400 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity;2025, September 23;Available. Released 2025, September 23;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60/120fps;UFS 2.2;microSDXC;128GB 8GB RAM, 256GB 8GB RAM;Lunar Titanium, Stellar Blue, Coral Pink, Rosewood Red;CPH2799;About 200 EUR;N/A;1, 3, 5, 8, 40 - ROW;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Helio G100 (6 nm);Mali-G57 MC2;Android 15, ColorOS 15;Panorama;16 MP, f/2.4, (wide);1080p@30fps;N/A;No;Yes, with stereo speakers
18;oppo;Oppo K13 Turbo;https://www.gsmarena.com/oppo_k13_turbo_5g-14022.php;N/A;N/A;"80W wired, 13.5W PD, 44W UFCS, 33W PPS
Reverse wired";7000 mAh;"Built-in cooling fan
IPX8/IPX9 water resistant (high pressure water jets; immersible up to 2m for 30 min)";N/A;162.8 x 77.2 x 7.3 mm (6.41 x 3.04 x 0.29 in);Nano-SIM + Nano-SIM;207 g (7.30 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density);6.8 inches, 112.8 cm2 (~89.8% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 1600 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, July 21;Available. Released 2025, July 25;"50 MP, f/1.8, 27mm (wide), PDAF
2 MP";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30fps;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM;Purple Phantom, Midnight Maverick, White Knight;PLM110;₹ 25,999;N/A;CDMA 800;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700 / 2100;1, 3, 5, 6, 8, 19, 28, 34, 38, 39, 40, 41, 42, 48;1, 3, 5, 8, 28, 38, 40, 41, 48, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x3.25 GHz Cortex-A725 & 3x3.0 GHz Cortex-A725 & 4x2.1 GHz Cortex-A725);Mediatek Dimensity 8450 (4 nm);Mali-G720 MC7;Android 15, ColorOS 15;1080p@30fps;16 MP, f/2.4, 22mm (wide);Yes;N/A;No;Yes, with stereo speakers
19;oppo;Oppo A5 (2020);https://www.gsmarena.com/oppo_a5_(2020)-9883.php;N/A;N/A;Reverse wired;Li-Po 5000 mAh, non-removable;N/A;Glass front (Gorilla Glass 3), plastic back, plastic frame;163.6 x 75.4 x 9.1 mm (6.44 x 2.97 x 0.36 in);Nano-SIM + Nano-SIM;195 g (6.88 oz);5.0, A2DP, LE;N/A;Yes (market dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.5 inches, 102.0 cm2 (~82.7% screen-to-body ratio);IPS LCD, 480 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2019, September 21. Released 2019, October;Discontinued;N/A;LED flash, HDR, panorama;"12 MP, f/1.8, 26mm (wide), 1/2.8"", 1.25µm, PDAF
8 MP, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (depth) 
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30fps, gyro-EIS;UFS 2.1;microSDXC (dedicated slot);32GB 4GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Mirror Black, Dazzling White;CPH1931, CPH1959, CPH1933, CPH1935, CPH1943;About 170 EUR;N/A;1, 3, 5, 8, 38, 40, 41;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 400/50 Mbps;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Qualcomm SDM665 Snapdragon 665 (11 nm);Adreno 610;Android 9.0 (Pie), ColorOS 6.1;HDR;"8 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers
20;oppo;Oppo A15;https://www.gsmarena.com/oppo_a15-10497.php;N/A;N/A;10W wired;Li-Po 4230 mAh;N/A;Glass front, plastic back, plastic frame;164 x 75.4 x 7.9 mm (6.46 x 2.97 x 0.31 in);Nano-SIM + Nano-SIM;175 g (6.17 oz);5.0, A2DP, LE, aptX;N/A;No;GPS, GLONASS, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~269 ppi density);6.52 inches, 102.6 cm2 (~83.0% screen-to-body ratio);IPS LCD, 480 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, proximity;2020, October 15;Available. Released 2020, October 27;N/A;LED flash, HDR, panorama;N/A;N/A;"13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;eMMC 5.1;microSDXC;32GB 2GB RAM, 32GB 3GB RAM;Dynamic Black, Mystery Blue;CPH2185;About 550 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);Mediatek MT6765 Helio P35 (12 nm);PowerVR GE8320;Android 10, ColorOS 7.2;HDR;5 MP, f/2.4, (wide);;N/A;Yes;Yes
21;oppo;Oppo A6 Max;https://www.gsmarena.com/oppo_a6_max_5g-14108.php;N/A;N/A;"80W wired, 13.5W PD, 44W UFCS, 33W PPS, 50% in 24 min
Reverse wired";Si/C Li-Ion 7000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";N/A;7.7 mm thickness;Nano-SIM + Nano-SIM;198 g (6.98 oz);Yes;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C;Yes;N/A;Crystal Shield Glass;1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density);6.8 inches, 112.8 cm2;AMOLED, 1B colors, 120Hz, 1600 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, September 01;Available. Released 2025, September 01;"50 MP, f/1.8, (wide), PDAF
2 MP";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30fps;UFS;No;256GB 8GB RAM;Blue, Silver;N/A;About 190 EUR;N/A;CDMA 800;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510);Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);Adreno 720;Android 15, ColorOS 15;1080p@30fps;32 MP, (wide);Yes;N/A;No;Yes, with stereo speakers
22;oppo;Oppo Find X8 Ultra;https://www.gsmarena.com/oppo_find_x8_ultra-13753.php;N/A;N/A;"100W wired, 18W PD, 18W QC, 55W PPS
50W wireless
10W reverse wireless";Si/C Li-Ion 6100 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";N/A;163.1 x 76.8 x 8.8 mm (6.42 x 3.02 x 0.35 in);Nano-SIM + Nano-SIM;226 g (7.97 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), GLONASS;No;USB Type-C 3.2, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct;Ultra HDR image support;Corning Gorilla Glass (unspecified version);1440 x 3168 pixels (~510 ppi density);6.82 inches, 113.0 cm2 (~90.2% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, 2160Hz PWM, Dolby Vision, HDR Vivid, HDR10+, 800 nits (typ), 1600 nits (HBM), 2500 nits (peak);N/A;N/A;N/A;N/A;Emergency SOS via satellite (messages and calls) - available in Oppo Find X8 Ultra Satellite version;Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass;2025, April 10;Available. Released 2025, April 16;N/A;Laser AF, color spectrum sensor, Hasselblad Color Calibration, LED flash, HDR, panorama;"50 MP, f/1.8, 23mm (wide), 1.0""-type, 1.6µm, dual pixel PDAF, OIS
50 MP, f/2.1, 70mm (periscope telephoto), 1/1.56"", 1.0µm, 3x optical zoom, multi-directional PDAF (10cm - ∞), OIS
50 MP, f/3.1, 135mm (periscope telephoto), 1/1/.95"", 0.8µm, 6x optical zoom, dual pixel PDAF (35cm - ∞), OIS
50 MP, f/2.0, 15mm, 120˚ (ultrawide), 1/2.75"", 0.64µm, PDAF";N/A;N/A;"4K@30/60/120fps, 1080p@30/60/120/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision";UFS 4.1;No;256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Matte Black, Pure White, Shell Pink;PKJ110, PKU110;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 48, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78, 79, 80, 81, 83, 84 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 16:20h;N/A;N/A;1157 nits max brightness (measured);-26.3 LUFS (Good);"AnTuTu: 2710432 (v10)
GeekBench: 9503 (v6)
3DMark: 6644 (Wild Life Extreme)";Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, ColorOS 15;Panorama, HDR;"32 MP, f/2.4, 21mm (wide), 1/2.74"", 0.8µm, PDAF";4K@30/60fps, 1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers
23;oppo;Oppo A5 4G;https://www.gsmarena.com/oppo_a5_4g-13871.php;N/A;N/A;45W wired, 33W PPS, 13.5W PD, 50% in 36 min;6000 mAh;"IP65 dust tight and water resistant (low pressure water jets)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 8 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;193 g (6.81 oz);5.0, A2DP, LE, aptX;N/A;Yes, (market/region dependent);GPS, GALILEO, GLONASS, BDS, QZSS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 7i, Mohs level 4;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 90Hz, 1000 nits (HBM);64:03h endurance, 1600 cycles;Class A;Class A (270 falls);Class B;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, May 15;Available. Released 2025, May 15;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (wide)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.1;microSDXC;128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 6GB RAM, 256GB 8GB RAM;Midnight Purple, Aurora Green, Mist White;CPH2727;About 150 EUR;N/A;1, 3, 5, 8, 40 - version 3;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - version 1;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 26, 28, 38, 40, 41, 66 - version 1;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.1 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53);Qualcomm SM-6115 Snapdragon 6s 4G Gen1 (11 nm);Adreno 610;Android 15, ColorOS 15;Panorama;5 MP, f/2.2, (wide);1080p@30fps;N/A;Yes;Yes
24;oppo;Oppo Reno11 Pro;https://www.gsmarena.com/oppo_reno11_pro-12790.php;N/A;N/A;"80W wired, PD, QC3, 45% in 10 min
Reverse wired";Li-Po 4600 mAh;N/A;N/A;162.4 x 74.1 x 7.6 mm or 7.7 mm;Nano-SIM + Nano-SIM;181 g (6.38 oz);5.3, A2DP, LE, aptX HD, LHDC;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Asahi Glass AGC;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~89.8% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10+, 800 nits (HBM), 950 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 12;Available. Released 2024, January 18;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 1/2.74"", 0.8µm, PDAF, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120/480fps, gyro-EIS, 720p@960fps, HDR;UFS 3.1;No;256GB 12GB RAM, 512GB 12GB RAM;Pearl White, Rock Grey;CPH2607;₹ 35,000;1.18 W/kg (head)     0.87 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 8200 (4 nm);Mali-G610 MC6;Android 14, upgradable to Android 15, ColorOS 15;Panorama, HDR;"32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF";4K@30fps, 1080p@30fps, gyro-EIS;N/A;No;Yes
