No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
13;Motorola;Motorola Moto E13;https://www.gsmarena.com/motorola_moto_e13-12090.php;N/A;N/A;10W wired;Li-Po 5000 mAh;Water-resistant design;Glass front, plastic frame, plastic back;164.2 x 75 x 8.5 mm (6.46 x 2.95 x 0.33 in);Nano-SIM + Nano-SIM;179.5 g (6.35 oz);5.0, A2DP, LE;No;GPS, GLONASS, GALILEO;FM radio, recording;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.5 inches, 102.0 cm2 (~82.8% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;Accelerometer, proximity;2023, January 24;Available. Released 2023, February 13;N/A;LED flash, HDR, panorama;13 MP, f/2.2, (wide), 1.12µm, PDAF;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);32GB 2GB RAM, 64GB 2GB RAM, 64GB 4GB RAM, 128GB 8GB RAM;Cosmic Black, Creamy White, Aurora Green;N/A;$ 168.99 / € 69.79;N/A;N/A;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T606 (12 nm);Mali-G57 MP1;Android 13 (Go edition);N/A;"5 MP, f/2.4, (wide), 1/5.0"", 1.12µm";1080p@30fps;N/A;Yes;Yes
14;Motorola;Motorola Moto G85;https://www.gsmarena.com/motorola_moto_g85-13144.php;N/A;N/A;"30W wired - International
33W wired - India";5000 mAh;Water repellent design;Glass front (Gorilla Glass 5), plastic frame, plastic back or silicone polymer (eco leather) back;161.9 x 73.1 x 7.6 mm (6.37 x 2.88 x 0.30 in);Nano-SIM + eSIM;171 g or 173 g (6.03 oz);5.1, A2DP, LE;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS, QZSS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~90.8% screen-to-body ratio);P-OLED, 1B colors, 120Hz, 1600 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, June 25;Available. Released 2024, June 25;"50 MP, f/1.8 (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 118˚ (ultrawide), 1.12µm, AF";LED flash, HDR, panorama;N/A;N/A;1080p@30/60fps;UFS 2.2;microSDXC;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM;Olive Green, Cobalt Blue, Urban Grey, Magenta;XT2427-3;$ 289.00 / € 190.00 / £ 310.50;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 32, 38, 40, 41, 42;1, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.3 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Qualcomm SM6375 Snapdragon 6s Gen 3 (6 nm);Adreno 619;Android 14;N/A;32 MP, f/2.4, (wide), 0.7µm;1080p@30fps;N/A;No;Yes, with stereo speakers
15;Motorola;Motorola Moto G84;https://www.gsmarena.com/motorola_moto_g84-12526.php;N/A;N/A;30W wired;Li-Po 5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front, plastic frame, plastic back or eco leather back;160 x 74.4 x 7.6 mm (6.30 x 2.93 x 0.30 in);Nano-SIM + Nano-SIM;166.8 g (5.86 oz);5.1, A2DP, LE;Yes (market/region dependent);GPS, GLONASS, GALILEO;FM radio (market/region dependent);USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~405 ppi density);6.5 inches, 102.0 cm2 (~85.7% screen-to-body ratio);P-OLED, 1B colors, 120Hz, 1300 nits (peak);N/A;N/A;N/A;N/A;Smart Connect (Ready For) support;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, August 24;Available. Released 2023, September 08;"50 MP, f/1.9 (wide), 1/1.5"", 1.0µm, PDAF, OIS
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm, AF";LED flash, HDR, panorama;N/A;N/A;1080p@30/60fps;UFS 2.2;microSDXC (uses shared SIM slot);256GB 8GB RAM, 256GB 12GB RAM;Marshmallow Blue, Midnight Blue, Viva Magenta;XT2347, XT2347-1, XT2347-2;$ 339.00 / € 166.40 / £ 172.00;N/A;N/A;1, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6 - International;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 28, 38, 40, 41, 42, 66 - LATAM;1, 2, 3, 5, 7, 26, 28, 40, 66, 78 SA/NSA/Sub6 - LATAM;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Active use score 12:31h;Endurance rating 117h;Photo / Video;996 nits max brightness (measured);-24.9 LUFS (Very good);"AnTuTu: 389015 (v9), 375632 (v10)
GeekBench: 1824 (v5)
GFXBench: 17fps (ES 3.1 onscreen)";Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver);Qualcomm SM6375 Snapdragon 695 5G (6 nm);Adreno 619;Android 13, upgradable to Android 14, planned upgrade to Android 15;N/A;16 MP, f/2.5, (wide), 1.0µm;1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers
16;Motorola;Motorola Moto G75;https://www.gsmarena.com/motorola_moto_g75-13372.php;N/A;N/A;"30W wired, 50% in 25 min
15W wireless";5000 mAh;"IP68 dust tight and water resistant (immersible up to 1.5m for 30 min)
MIL-STD-810H compliant";Glass front (Gorilla Glass 5), silicone polymer (eco leather) back or plastic back, plastic frame;166.1 x 77.2 x 8.3 mm (6.54 x 3.04 x 0.33 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;205 g or 208 g (7.23 oz);5.4, A2DP, LE, aptX HD;Yes;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band;N/A;Corning Gorilla Glass 5, Mohs level 4;1080 x 2388 pixels (~387 ppi density);6.78 inches, 111.4 cm2 (~86.8% screen-to-body ratio);IPS LCD, 120Hz, 1000 nits (HBM);48:58h endurance, 1000 cycles;Class B;Class B (180 falls);Class B;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, October 01;Available. Released 2024, October 28;"50 MP, f/1.8, (wide), 0.8µm, PDAF, OIS
8 MP, f/2.2, 119˚ (ultrawide), 1.12µm, AF";LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30/60fps, gyro-EIS;UFS 2.2;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM;Charcoal Gray, Aqua Blue, Succulent Green;XT2437-2, XT2437-3;$ 228.00 / € 182.26 / £ 219.99;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20, 26, 28, 32, 38, 40, 41, 41, 42;1, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);Qualcomm SM6475-AB Snapdragon 6 Gen 3 (4 nm);Adreno 710;Android 14, up to 5 major Android upgrades;N/A;16 MP, f/2.5, (wide), 1.0µm;4K@30fps, 1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
17;Motorola;Motorola G96;https://www.gsmarena.com/motorola_g96_5g-13989.php;N/A;N/A;30W wired;5500 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass 5), silicone polymer back (eco leather), plastic frame;161.9 x 73.3 x 7.9 mm (6.37 x 2.89 x 0.31 in);Nano-SIM + Nano-SIM;178 g (6.28 oz);5.2, A2DP, LE;No;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~90.5% screen-to-body ratio);P-OLED, 1B colors, 144Hz, 1600 nits (peak);N/A;N/A;N/A;N/A;Smart Connect 2.0;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, July 09;Available. Released 2025, July 16;"50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm, AF";LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM;Pantone (Greener Pastures, Cattleya Orchid, Dresden Blue, Ashleigh Blue);N/A;₹ 17,940;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 32, 38, 40, 41, 42;1, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);Adreno 710;Android 15, up to 1 major Android upgrade;HDR;"32 MP, f/2.2, (wide), 1/3.14"", 0.7µm";4K@30fps, 1080p@30fps, gyro-EIS;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers (with Dolby Atmos)
18;Motorola;Motorola Moto G35;https://www.gsmarena.com/motorola_moto_g35-13288.php;N/A;N/A;18W wired;5000 mAh;Water-repellent design;Glass front (Gorilla Glass 3), plastic back or silicone polymer (eco leather), plastic frame;166.3 x 76 x 7.8 mm (6.55 x 2.99 x 0.31 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;188 g or 191 g (6.63 oz);5.0, A2DP, LE;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS, QZSS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 3, Mohs level 4;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.3% screen-to-body ratio);IPS LCD, 120Hz, HDR10, 1000 nits (peak);48:27h endurance, 1000 cycles;Class B;Class B (180 falls);Class B;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, August 29;Available. Released 2024, September 25;"50 MP, f/1.8 (wide), 0.64µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm";Dual-LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30fps;N/A;microSDXC (dedicated slot);128GB 4GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 8GB RAM;Leaf Green, Guava Red, Midnight Black, Sage Green;XT2433-5;$ 159.50 / € 90.35 / £ 92.99 / ₹ 9,744;N/A;N/A;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20, 26, 28, 32, 38, 40, 41, 42 - ЕМЕА;1, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 77, 78 SA/NSA - ЕМЕА;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x2.2 GHz Cortex-A76 & 3x Cortex-A76 & 4x Cortex-A55);Unisoc T760 (6 nm);Mali-G57;Android 14;HDR;16 MP, f/2.5, (wide), 1.0µm;1080p@30fps;N/A;Yes;Yes, with stereo speakers
19;Motorola;Motorola Moto G Play (2026);https://www.gsmarena.com/motorola_moto_g_play_5g_(2026)-14139.php;N/A;N/A;18W wired;5200 mAh;Water-repellent design;Glass front (Gorilla Glass 3), silicone polymer (eco leather) back, plastic frame;-;Nano-SIM + eSIM;-;Yes;Yes;GPS, GALILEO, GLONASS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 3;720 x 1604 pixels, 20:9 ratio (~262 ppi density);6.7 inches, 108.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 1000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;Not announced yet;Rumored;"32 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (macro)";LED flash, HDR, panorama;N/A;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);64GB 4GB RAM;Pantone colors;N/A;N/A;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 16, up to 2 major Android upgrades;N/A;8 MP, f/2.0, (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers
20;Motorola;Motorola Edge 50 Neo;https://www.gsmarena.com/motorola_edge_50_neo-13224.php;N/A;N/A;"68W wired
15W wireless";4310 mAh;"IP68 dust tight and water resistant (immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front (Gorilla Glass 3), plastic frame, plastic back or silicone polymer (eco leather) back;154.1 x 71.2 x 8.1 mm (6.07 x 2.80 x 0.32 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;171 g (6.03 oz);5.3, A2DP, LE;Yes;GPS, GLONASS, GALILEO;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band;N/A;Corning Gorilla Glass 3, Mohs level 4;1200 x 2670 pixels, 20:9 ratio (~460 ppi density);6.4 inches, 97.5 cm2 (~88.9% screen-to-body ratio);LTPO P-OLED, 1B colors, 120Hz, HDR10+, 3000 nits (peak);50:44h endurance, 1200 cycles;Class A;Class B (180 falls);Class B;Smart Connect (Ready For) support;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, August 29;Available. Released 2024, August 29;N/A;LED flash, HDR, panorama;N/A;"50 MP, f/1.8, 24mm (wide), 1/1.55"", 1.0µm, multi-directional PDAF, OIS
10 MP, f/2.0, 73mm (telephoto), 1/3.94"", 1.0µm, PDAF, OIS, 3x optical zoom
13 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/3.0"", 1.12µm, PDAF";4K@30fps, 1080p@30/60/120/240fps, gyro-EIS;UFS 2.2;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Nautical Blue, Latte, Grisaille, Poinciana, Mocha Mousse;XT2409-1;$ 335.00 / € 266.50 / £ 224.99 / ₹ 21,139;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 43, 48, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Active use score 13:29h;N/A;N/A;1437 nits max brightness (measured);-24.1 LUFS (Very good);"AnTuTu: 696931 (v10)
GeekBench: 2959 (v6)
3DMark: 855 (Wild Life Extreme)";Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 (4 nm);Mali-G615 MC2;Android 14, up to 5 major Android upgrades;HDR;"32 MP, f/2.4, (wide), 1/3.14"", 0.7µm";4K@30fps, 1080p@30/60/120fps;N/A;No;Yes, with stereo speakers
21;Motorola;Motorola ThinkPhone 25;https://www.gsmarena.com/motorola_thinkphone_25-13373.php;N/A;N/A;"68W wired, 50% in 11 min
15W wireless";4310 mAh;"IP68 dust tight and water resistant (immersible up to 1.5m for 30 min)
Drop resistant up to 1.3m
MIL-STD-810H compliant";Glass front (Gorilla Glass 7i), aramid fibre back, plastic frame;154.1 x 71.2 x 8.1 mm (6.07 x 2.80 x 0.32 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;171 g (6.03 oz);5.4, A2DP, LE;Yes;GPS, GLONASS, GALILEO;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band;N/A;Corning Gorilla Glass 7i, Mohs level 4;1220 x 2670 pixels, 19.5:9 ratio (~462 ppi density);6.36 inches, 98.6 cm2 (~89.9% screen-to-body ratio);P-OLED, 1B colors, 120Hz, HDR10+, 3000 nits (peak);50:44h endurance, 1200 cycles;Class A;Class B (180 falls);Class B;Smart Connect support;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, October 01;Available. Released 2024, November 11;N/A;LED flash, panorama, HDR;N/A;"50 MP, f/1.8, (wide), 1.0µm, dual pixel PDAF, OIS
10 MP, f/2.0, (telephoto), 1.0µm, PDAF, OIS, 3x optical zoom
13 MP, f/2.2, 120˚ (ultrawide), 1.12µm, PDAF";4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS;uMCP;No;256GB 8GB RAM, 512GB 12GB RAM;Carbon Black;XT2409-6;$ 657.00 / € 432.88 / £ 301.50;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 42, 43, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 (4 nm);Mali-G615 MC2;Android 14, up to 5 major Android upgrades;N/A;32 MP, f/2.4, (wide), 0.7µm;4K@30fps, 1080p@30/60/120fps;N/A;No;Yes, with stereo speakers
22;Motorola;Motorola Moto G14;https://www.gsmarena.com/motorola_moto_g14-12447.php;N/A;N/A;"15W wired
20W wired (India)";Li-Po 5000 mAh;Water-resistant design;Glass front (Panda glass), plastic frame, plastic back;161.5 x 73.8 x 8 mm (6.36 x 2.91 x 0.31 in);Nano-SIM + Nano-SIM;177 g (6.24 oz);5.0, A2DP, LE;Yes (market/region dependent);GPS, GLONASS, GALILEO;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda glass;1080 x 2400 pixels, 20:9 ratio (~405 ppi density);6.5 inches, 102.0 cm2 (~85.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass (market/region dependent);2023, August 01;Available. Released 2023, August 08;"50 MP, f/1.8, (wide), 0.64µm, PDAF
2 MP, f/2.4, (macro)";LED flash, HDR, panorama;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (dedicated slot);128GB 4GB RAM, 256GB 8GB RAM;Steel Gray, Sky Blue, Butter Cream, Pale Lilac;PAYF0010IN;$ 190.00 / € 104.85 / £ 89.99;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T616 (12 nm);Mali-G57 MP1;Android 13, planned upgrade to Android 14;N/A;"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm";1080p@30fps;N/A;Yes;Yes, with stereo speakers
23;Motorola;Motorola Edge 50 Fusion;https://www.gsmarena.com/motorola_edge_50_fusion-12871.php;N/A;N/A;68W wired, 50% in 15 min;5000 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, silicone polymer back (eco leather), plastic frame;161.9 x 73.1 x 7.9 mm (6.37 x 2.88 x 0.31 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;174.9 g (6.17 oz);5.2, A2DP, LE;Yes;GPS, GLONASS, GALILEO;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~393 ppi density);6.7 inches, 108.4 cm2 (~91.6% screen-to-body ratio);P-OLED, 1B colors, 120Hz (LATAM), 144Hz (INT), 1600 nits (peak);N/A;N/A;N/A;N/A;Smart Connect (Ready For) support;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, April 16;Available. Released 2024, May 15;"50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
13 MP, f/2.2, 120˚ (ultrawide), 1/3.0"", 1.12µm, AF";LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM;Forest Blue, Marshmallow Blue, Hot Pink;XT2429-1;$ 262.00 / € 248.04 / ₹ 18,191;N/A;N/A;1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 32, 38, 40, 41, 42 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 32, 38, 40, 41, 42, 71 - International;1, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Active use score 12:40h;N/A;N/A;1322 nits max brightness (measured);-24.2 LUFS (Very good);"AnTuTu: 520319 (v9), 580458 (v10)

GeekBench: 2885 (v5), 2938 (v6)
3DMark: 793 (Wild Life Extreme)";Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55) - InternationalOcta-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55) - LATAM;Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm) - InternationalQualcomm SM6450 Snapdragon 6 Gen 1 (4 nm) - LATAM;Adreno 710;Android 14, upgradable to Android 15, up to 3 major Android upgrades;HDR;"32 MP, f/2.5, (wide), 1/3.14"", 0.7µm";4K@30fps, 1080p@30fps;N/A;No;Yes, with stereo speakers
24;Motorola;Motorola Moto G Play (2024);https://www.gsmarena.com/motorola_moto_g_play_(2024)-12798.php;N/A;N/A;15W wired;5000 mAh;Water-repellent design;Glass front, plastic frame, plastic back;163.8 x 75 x 8.3 mm (6.45 x 2.95 x 0.33 in);Nano-SIM;185 g (6.53 oz);5.1, A2DP, LE;No;GPS, GALILEO, GLONASS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 3;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.5 inches, 102.0 cm2 (~83.0% screen-to-body ratio);IPS LCD, 90Hz, 500 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass, barometer;2024, January 16;Available. Released 2024, January 26;N/A;LED flash, HDR, panorama;50 MP, f/1.8, (wide), 0.64µm, PDAF;N/A;1080p@30fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM;Sapphire Blue;XT2413-1;$ 50.47;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 28, 38, 41, 66, 71 - USA;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver);Qualcomm SM6225 Snapdragon 680 4G (6 nm);Adreno 610;Android 13;HDR;8 MP, f/2.0, (wide), 1.12µm;1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers
