No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Camera_;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_EDGE;Network_GPRS;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
13;Huawei;Huawei P50 Pro;https://www.gsmarena.com/huawei_p50_pro-11029.php;N/A;N/A;"66W wired
50W wireless
Reverse wireless charging";Li-Po 4360 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, glass back, aluminum frame;158.8 x 72.8 x 8.5 mm (6.25 x 2.87 x 0.33 in);Nano-SIMNano-SIM + Nano-SIM;195 g (6.88 oz);N/A;5.2, A2DP, LE;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;N/A;1228 x 2700 pixels (~450 ppi density);6.6 inches, 105.4 cm2 (~91.2% screen-to-body ratio);OLED, 1B colors, 120Hz;N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer;2021, July 29;Available. Released 2021, August 12;N/A;Laser AF, color spectrum sensor, Leica optics, dual-LED flash, panorama, HDR;"50 MP, f/1.8, 23mm (wide), PDAF, OIS
64 MP, f/3.5, 90mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom, 7x lossless zoom
13 MP, f/2.2, 13mm (ultrawide), AF
40 MP, f/1.6, 23mm (B/W), AF";N/A;N/A;"4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS";N/A;Nano Memory (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM, 512GB 12GB RAM;Golden Black, Cocoa Gold, Pearl White, Charm Pink;JAD-AL50, JAD-LX9, JAD-AL00;€ 449.60;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - International;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - China;N/A;N/A;N/A;HSPA, LTE;GSM / CDMA / HSPA / CDMA2000 / LTE;N/A;N/A;Endurance rating 76h;Photo / Video;754 nits max brightness (measured);-27.3 LUFS (Good);"AnTuTu: 793876 (v8), 786215 (v9)
GeekBench: 3145 (v5.1)
GFXBench: 44fps (ES 3.1 onscreen)";Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55)Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Kirin 9000 (5 nm)Qualcomm SM8350 Snapdragon 888 4G (5 nm);Mali-G78 MP24Adreno 660;HarmonyOS 2.0 (China), EMUI 14.2 (Europe), no Google Play Services;N/A;Panorama, HDR;13 MP, f/2.4, (wide), AF;4K@30fps, 1080p@30/60/240fps;N/A;No;Yes, with stereo speakers
14;Huawei;Huawei Mate 40 Pro;https://www.gsmarena.com/huawei_mate_40_pro-10528.php;N/A;N/A;"66W wired
50W wireless
5W reverse wireless";Li-Po 4400 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, glass back or eco leather back, aluminum frame;162.9 x 75.5 x 9.1 mm (Glass) / 9.5mm (Leather);Nano-SIM + eSIMNano-SIM + Nano-SIM;212 g (7.48 oz);N/A;5.2, A2DP, LE;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;N/A;1344 x 2772 pixels, 18.5:9 ratio (~456 ppi density);6.76 inches, 115.7 cm2 (~94.1% screen-to-body ratio);OLED, HDR10, 90Hz;N/A;N/A;N/A;N/A;N/A;Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass;2020, October 22;Available. Released 2020, November 01;N/A;Laser AF, color spectrum sensor, Leica optics, LED flash, panorama, HDR;N/A;N/A;"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, multi-directional PDAF
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
20 MP, f/1.8, 18mm (ultrawide), PDAF";4K@30/60fps, 1080p@30/60/120/240/480fps, 720p@960fps, 720p@3840fps, HDR, gyro-EIS;UFS 3.1;Nano Memory (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM;Mystic Silver, White, Black, Green, Yellow;NOH-NX9, NOH-AN00, NOH-AN01;About 790 EUR;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 42;1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78, 79, 80, 84 SA/NSA/Sub6;N/A;N/A;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;N/A;N/A;Endurance rating 97h;Photo / Video;807 nits max brightness (measured);-24.9 LUFS (Very good);"AnTuTu: 686835 (v8)
GeekBench: 3704 (v5.1)
GFXBench: 43fps (ES 3.1 onscreen)";Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55);Kirin 9000 5G (5 nm);Mali-G78 MP24;Android 10, EMUI 11, no Google Play Services;N/A;HDR, panorama;"13 MP, f/2.4, 18mm (ultrawide)
TOF 3D, (depth/biometrics sensor)";4K@30/60fps, 1080p@30/60/240fps;32-bit/384kHz audio;No;Yes, with stereo speakers
15;Huawei;Huawei Watch GT 6;https://www.gsmarena.com/huawei_watch_gt_6-14168.php;N/A;N/A;10W wireless;Li-Ion 867 mAh;"IP69 dust tight and water resistant (high pressure water jets; immersible up to 50m/5ATM for 10 min)";Glass front, stainless steel frame;46 x 46 x 11 mm (1.81 x 1.81 x 0.43 in);No;51.3 g or 37.5 g (1.34 oz);No;6.0, A2DP, LE;N/A;Yes;GPS (L1+L5), BDS (B1I+B1c+B1a), GALILEO (E1+E5a), QZSS (L1+L5), GLONASS, NavIC;No;No;No;N/A;N/A;466 x 466 pixels (~317 ppi density);1.47 inches;AMOLED, 3000 nits (peak);N/A;N/A;N/A;N/A;N/A;Accelerometer, gyro, heart rate, barometer, compass, SpO2, thermometer (body temperature);2025, September 19;Available. Released 2025, September 19;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Unspecified;Black, Silver, Gold;N/A;About 260 EUR;N/A;N/A;N/A;N/A;N/A;No;No;N/A;No cellular connectivity;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;HarmonyOS 6.0;N/A;N/A;N/A;N/A;N/A;No;Yes
16;Huawei;Huawei Pura 80 Pro+;https://www.gsmarena.com/huawei_pura_80_pro+_5g-13945.php;N/A;N/A;"100W wired
80W wireless
18W reverse wired
Reverse wireless";Li-Po 5700 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)";Glass front, aluminum frame, glass back;163 x 76.1 x 8.3 mm (6.42 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;219 g (7.72 oz);N/A;5.2, A2DP, LE, L2HC;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC;No;USB Type-C 3.1, OTG, DisplayPort 1.2;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct;N/A;Kunlun Glass 2 (Basalt-tempered);1276 x 2848 pixels, 20:9 ratio (~459 ppi density);6.8 inches, 111.3 cm2 (~89.7% screen-to-body ratio);LTPO OLED, 1B colors, HDR Vivid, 120Hz, 1440Hz PWM, 3000 nits (peak);N/A;N/A;N/A;N/A;BDS Satellite Calling and Messaging - China only;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;2025, June 11;Available. Released 2025, June 11;N/A;Laser AF, color spectrum sensor, LED flash, panorama, HDR;N/A;N/A;"50 MP, f/1.6-4.0, 23mm (wide), 1.0""-type, dual pixel PDAF, OIS
48 MP, f/2.1, 93mm (telephoto), PDAF (5cm - ∞), OIS, 4x optical zoom
40 MP, f/2.2, 13mm (ultrawide), AF";4K, 1080p, 1080p@960fps (interpolated), HDR Vivid, gyro-EIS, OIS;N/A;No;512GB 16GB RAM, 1TB 16GB RAM;Black, White, Red, Green;LMR-AL10;About 970 EUR;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;SA/NSA - China only;N/A;N/A;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x2.5GHz & 3x2.15GHz & 4x1.6GHz);Kirin 9020 (7 nm);Maleoon 920;EMUI (International), HarmonyOS 5.1 (China);N/A;HDR, panorama;13 MP, f/2.0, (ultrawide), AF;4K, 1080p, 1080p@240fps, HDR Vivid, gyro-EIS;N/A;No;Yes, with stereo speakers
17;Huawei;Huawei nova 9;https://www.gsmarena.com/huawei_nova_9-11121.php;N/A;N/A;"66W wired, 60% in 18 min, 100% in 38 min
Reverse wired";Li-Po 4300 mAh;N/A;N/A;160 x 73.7 x 7.8 mm (6.30 x 2.90 x 0.31 in);Nano-SIMNano-SIM + Nano-SIM;175 g (6.17 oz);N/A;5.2, A2DP, LE;N/A;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/a/6, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density);6.57 inches, 106.0 cm2 (~89.9% screen-to-body ratio);OLED, 1B colors, 120Hz, HDR10;N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2021, September 23;Available. Released 2021, September 30;N/A;LED flash, panorama, HDR;"50 MP, f/1.9, 23mm (wide), PDAF
8 MP, f/2.2, (ultrawide)
2 MP, f/2.4, (depth)
2 MP, f/2.4, (macro)";N/A;N/A;4K, 1080p, 720p@960fps, gyro-EIS;UFS;No;128GB 8GB RAM, 256GB 8GB RAM;Starry Blue, Black, Green, Violet;NAM-AL00, NAM-LX9;About 120 EUR;1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41 - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - Europe;N/A;N/A;N/A;HSPA, LTE;GSM / CDMA / HSPA / LTE;N/A;N/A;Endurance rating 96h;Photo / Video;608 nits max brightness (measured);-27.3 LUFS (Good);"AnTuTu: 469798 (v9)
GeekBench: 2973 (v5.1)
GFXBench: 28fps (ES 3.1 onscreen)";Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670);Qualcomm SM7325 Snapdragon 778G 4G (6 nm);Adreno 642L;HarmonyOS 2.0 (China), EMUI 12 (Europe), no Google Play Services;N/A;HDR;32 MP, f/2.0, (wide);4K@30fps, 1080p@30fps, 720p@240fps, gyro-EIS;N/A;No;Yes
18;Huawei;Huawei P60 Pro;https://www.gsmarena.com/huawei_p60_pro-12172.php;N/A;N/A;"88W wired
50W wireless
Reverse wireless";Li-Po 4815 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);N/A;161 x 74.5 x 8.3 mm (6.34 x 2.93 x 0.33 in);Nano-SIMNano-SIM + Nano-SIM;200 g (7.05 oz);N/A;5.2, A2DP, LE;Yes;Yes;GPS (L1+L5), GLONASS (B1I+B1c+B2a), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Kunlun Glass;1220 x 2700 pixels (~444 ppi density);6.67 inches, 107.7 cm2 (~89.8% screen-to-body ratio);LTPO OLED, 1B colors, 120Hz;N/A;N/A;N/A;N/A;BDS Satellite Messaging - China only;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, March 23;Available. Released 2023, March 31;N/A;Laser AF, color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"48 MP, f/1.4-f/4.0, 25mm (wide), PDAF, OIS
48 MP, f/2.1, 90mm (telephoto), PDAF, sensor-shift OIS, 3.5x optical zoom
13 MP, f/2.2, 13mm (ultrawide), AF";"4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS, HDR Vivid";UFS;Nano Memory (uses shared SIM slot);256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Black, Green, Violet, Rococo Pearl;MNA-AL00, MNA-LX9;€ 599.90;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - International;N/A;N/A;N/A;HSPA, LTE;GSM / CDMA / HSPA / CDMA2000 / LTE;N/A;N/A;Endurance rating 96h;Photo / Video;1135 nits max brightness (measured);-27.3 LUFS (Good);"AnTuTu: 1030473 (v9)
GeekBench: 4422 (v6)
GFXBench: 65fps (ES 3.1 onscreen)";Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510);Qualcomm SM8475 Snapdragon 8+ Gen 1 4G (4 nm);Adreno 730;HarmonyOS 3.1 (China), EMUI 13.1 (Europe), no Google Play Services;N/A;Panorama, HDR;13 MP, f/2.4, (ultrawide);4K@30/60fps, 1080p@30fps, HDR Vivid;N/A;No;Yes, with stereo speakers
19;Huawei;Huawei P40 lite;https://www.gsmarena.com/huawei_p40_lite-9996.php;N/A;N/A;40W wired, 70% in 30 min;Li-Po 4200 mAh, non-removable;N/A;Glass front, plastic back, plastic frame;159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in);Nano-SIM + Nano-SIM;183 g (6.46 oz);N/A;5.0, A2DP, LE;N/A;Yes (market/region dependent): JNY-L21A, JNY-L01A, JNY-L21B;GPS, GLONASS, GALILEO, BDS, QZSS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2310 pixels (~398 ppi density);6.4 inches, 101.4 cm2 (~83.5% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2020, February 27;Available. Released 2020, March 02;N/A;LED flash, HDR, panorama;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;1080p@30fps;UFS 2.1;Nano Memory (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM;Black, Emerald Green, Light Pink/Blue, Skyline Gray;JNY-L21A, JNY-L01A, JNY-L21B, JNY-L22A, JNY-L02A, JNY-L22B, JNY-LX1;About 170 EUR;1, 2, 3, 4, 5, 7, 8, 18, 19, 28, 34, 38, 39, 40, 41 - JNY-L22A, JNY-L02A, JNY-L22B;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 34, 38, 39, 40, 41 - JNY-L21A, JNY-L01A, JNY-L21B;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat13 400/75 Mbps;GSM / HSPA / LTE;N/A;N/A;Endurance rating 121h;Photo / Video;1085:1 contrast ratio, 515 nits max brightness (measured);-27.0 LUFS (Good);"AnTuTu: 325777 (v8)
GeekBench: 7846 (v4.4), 1862 (v5.1)
GFXBench: 18fps (ES 3.1 onscreen)";Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55);Kirin 810 (7 nm);Mali-G52 MP6;Android 10, EMUI 10, no Google Play Services;N/A;HDR;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;N/A;Yes;Yes
20;Huawei;Huawei nova 5T;https://www.gsmarena.com/huawei_nova_5t-9803.php;N/A;N/A;22.5W wired, 50% in 24 min;Li-Po 3750 mAh, non-removable;N/A;Glass front, glass back, aluminum frame;154.3 x 74 x 7.8 mm (6.07 x 2.91 x 0.31 in);Nano-SIM + Nano-SIM;174 g (6.14 oz);N/A;5.0, A2DP, aptX HD, LE;N/A;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density);6.26 inches, 96.2 cm2 (~84.2% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2019, August 27. Released 2019, September 05;Discontinued;N/A;LED flash, HDR, panorama;"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8µm, PDAF
16 MP, f/2.2, 13mm (ultrawide), 1/3.1""
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;"4K@30fps, 1080p@30/60fps; gyro-EIS";UFS 2.1;No;128GB 6GB RAM, 128GB 8GB RAM;Black, Crush Blue, Midsummer Purple, Crush Green;YAL-L21, YAL-L61, YAL-L71, YAL-L61D;About 340 EUR;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;"AnTuTu: 313024 (v7), 395503 (v8)
GeekBench: 10013 (v4.4), 2504 (v5.1)
GFXBench: 29fps (ES 3.1 onscreen)";Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55);Kirin 980 (7 nm);Mali-G76 MP10;Android 9.0 (Pie), upgradable to Android 10, EMUI 10;N/A;HDR;"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm";1080p@30fps, gyro-EIS;32-bit/192kHz audio;No;Yes
21;Huawei;Huawei P40 Pro;https://www.gsmarena.com/huawei_p40_pro-10152.php;N/A;N/A;"40W wired
27W wireless
27W reverse wireless";Li-Po 4200 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, glass back, aluminum frame;158.2 x 72.6 x 9 mm (6.23 x 2.86 x 0.35 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;209 g (7.37 oz);N/A;5.1, A2DP, LE;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;N/A;1200 x 2640 pixels (~441 ppi density);6.58 inches, 105.2 cm2 (~91.6% screen-to-body ratio);OLED, 90Hz, HDR10;N/A;N/A;N/A;N/A;N/A;Infrared Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2020, March 26;Available. Released 2020, April 07;N/A;Leica optics, color spectrum sensor, LED flash, panorama, HDR;N/A;N/A;"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, dual pixel PDAF, OIS
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF
TOF 3D, (depth)";"4K@30/60fps, 1080p@30/60fps, 720@7680fps, 1080p@960fps, HDR; gyro-EIS";UFS 3.0;Nano Memory (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM;Silver Frost, Blush Gold, Deep Sea Blue, Ice White, Black;ELS-NX9, ELS-N04, ELS-AN00, ELS-TN00;€ 359.99 / £ 299.00;1, 3, 5, 28, 38, 41, 66, 77, 78, 79 SA/NSA - ELS-N04;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - ELS-NX9;1, 3, 28, 38, 41, 77, 78, 79 SA/NSA - ELS-NX9;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 94h;Photo / Video;Contrast ratio: Infinite (nominal);-27.5 LUFS (Good);"AnTuTu: 496356 (v8)
GeekBench: 12848 (v4.4), 3197 (v5.1)
GFXBench: 31fps (ES 3.1 onscreen)";Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55);Kirin 990 5G (7 nm+);Mali-G76 MP16;Android 10, EMUI 12, no Google Play Services;N/A;HDR;"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm, AF
IR TOF 3D, (depth/biometrics sensor)";4K@30/60fps, 1080p@30/60fps;32-bit/384kHz audio;No;Yes
22;Huawei;Huawei nova 10 SE;https://www.gsmarena.com/huawei_nova_10_se-11918.php;N/A;N/A;"66W wired
5W reverse wired";Li-Po 4500 mAh;N/A;N/A;162.4 x 75.5 x 7.4 mm (6.39 x 2.97 x 0.29 in);Nano-SIMNano-SIM + Nano-SIM;184 g (6.49 oz);N/A;5.0, A2DP, LE;N/A;Yes (BNE-LX1 only);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.6% screen-to-body ratio);OLED, 1B colors, 90Hz;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, compass, proximity (ultrasound);2022, October 05;Available. Released 2022, October 25;N/A;Dual-LED dual-tone flash, panorama, HDR;N/A;N/A;"108 MP, f/1.9, 27mm (wide), PDAF
8 MP, f/2.2, 112˚ (ultrawide)
2 MP, f/2.4, (macro)";1080p@30fps;N/A;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Starry Silver, Mint Green, Starry Black;BNE-LX1, BNE-LX3, BNE-AL00;About 170 EUR;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 26, 28, 38, 40, 41, 66 - BNE-LX3;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - BNE-LX1;1, 3, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41 - BNE-LX1;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53);Qualcomm Snapdragon 680G 4G (6 nm);Adreno 610;EMUI 12, no Google Play Services;N/A;N/A;16 MP, f/2.2, (wide);1080p@30fps;N/A;No;Yes
23;Huawei;Huawei Nova Y73;https://www.gsmarena.com/huawei_nova_y73_4g-13827.php;N/A;N/A;"40W wired
5W reverse wired";Si/C Li-Ion 6620 mAh;"IP64 dust tight and water resistant (water splashes)
Drop resistant up to 1.8m";N/A;166.1 x 76.6 x 8.3 mm (6.54 x 3.02 x 0.33 in);Nano-SIM + Nano-SIM;203 g (7.16 oz);N/A;5.1, A2DP, LE;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 b/g/n;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.3% screen-to-body ratio);IPS LCD, 90Hz, 1000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, May 28;Available. Released 2025, June 03;N/A;LED flash, HDR, panorama;N/A;50 MP, f/1.8, (wide), PDAF;N/A;1080p@30fps;N/A;No;128GB 8GB RAM, 256GB 8GB RAM;Blue, Black;MGA-LX3;About 180 EUR;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 13, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);Kirin 710A (14 nm);Mali-G51 MP4;Android 12, EMUI 12;N/A;N/A;8 MP, f/2.0, (wide);1080p@30fps;N/A;No;Yes
