No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Musicplay;Battery_Standby;Battery_Talktime;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Browser;Features_Games;Features_Java;Features_Messaging;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Callrecords;Memory_Cardslot;Memory_Internal;Memory_Phonebook;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_EDGE;Network_GPRS;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Alerttypes;Sound_Loudspeaker
31;Sony;Sony Xperia Pro;https://www.gsmarena.com/sony_xperia_pro-10707.php;N/A;N/A;21W wired, PD;N/A;N/A;N/A;Li-Po 4000 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 6), plastic back, plastic frame;170.2 x 76.2 x 10.2 mm (6.70 x 3.00 x 0.40 in);Nano-SIM + Nano-SIM;225.1 g (7.94 oz);5.1, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS;No;USB Type-C 3.1, OTG, micro HDMI;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;Runs at 1096 x 2560 pixels except for select use cases;Corning Gorilla Glass 6;1644 x 3840 pixels, 21:9 ratio (~643 ppi density);6.5 inches, 98.6 cm2 (~76.0% screen-to-body ratio);OLED, 1B colors, HDR BT.2020;N/A;N/A;N/A;N/A;Native Sony Alpha camera support;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2020, February 24;Available. Released 2021, January 27;N/A;Zeiss optics, color spectrum sensor, LED flash, panorama, HDR, eye tracking;N/A;"12 MP, f/1.7, 24mm (wide), 1/1.7"", 1.8µm, dual pixel PDAF, OIS
12 MP, f/2.4, 70mm (telephoto), 1/3.4"", 1.0µm, PDAF, 3x optical zoom, OIS
12 MP, f/2.2, 124˚, 16mm (ultrawide), 1/2.55"", dual pixel PDAF
0.3 MP, TOF 3D, (depth)";"4K@24/25/30/60fps HDR, 1080p@30/60/120fps; 5-axis gyro-EIS, OIS";UFS 3.X;N/A;microSDXC (uses shared SIM slot);512GB 12GB RAM;N/A;Black;N/A;About 2000 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66;2, 5, 66, 260, 261 Sub6, mmWave;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Adreno 650;Android 10, upgradable to Android 12;N/A;N/A;HDR;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";1080p@30fps, 5-axis gyro-EIS;24-bit/192kHz Hi-Res audio;Yes;N/A;Yes, with stereo speakers
32;Sony;Sony Xperia M;https://www.gsmarena.com/sony_xperia_m-5497.php;N/A;N/A;N/A;Up to 39 h 24 min;Up to 552 h (2G) / Up to 454 h (3G);Up to 10 h 18 min (2G) / Up to 9 h (3G);Li-Po 1750 mAh, removable;N/A;N/A;124 x 62 x 9.3 mm (4.88 x 2.44 x 0.37 in);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);115 g (4.06 oz);4.0, A2DP;N/A;Yes;GPS, GLONASS;Stereo FM radio, RDS;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot;N/A;Scratch-resistant glass;480 x 854 pixels, 16:9 ratio (~245 ppi density);4.0 inches, 44.1 cm2 (~57.3% screen-to-body ratio);TFT;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Accelerometer, proximity, compass;2013, June. Released 2013, August;Discontinued;N/A;LED flash, HDR, panorama;5 MP, f/2.8, AF;N/A;720p@30fps;N/A;N/A;microSDHC (dedicated slot);4GB 1GB RAM;N/A;Black, White, Purple, Yellow (single sim model only);C1904, C1905, C2004, C2005;About 130 EUR;0.84 W/kg (head)     1.30 W/kg (body);0.86 W/kg (head);HSDPA 850 / 1700 / 1900 / 2100 - C1904, C2004;GSM 850 / 900 / 1800 / 1900 - all versions;HSDPA 900 / 2100 - C1905, C2005;N/A;N/A;N/A;N/A;HSPA 21.1/5.76 Mbps;GSM / HSPA;Noise -87.7dB / Crosstalk -88.5dB;N/A;Endurance rating 54h;Photo / Video;Contrast ratio: 983:1 (nominal) / 1.473:1 (sunlight);Voice 66dB / Noise 65dB / Ring 75dB;N/A;Dual-core 1.0 GHz Krait;Qualcomm Snapdragon S4 Plus MSM8227;Adreno 305;Android 4.1 (Jelly Bean)/ 4.2.2 - C2004/C2005 models, upgradable to 4.3 (Jelly Bean);N/A;N/A;N/A;VGA;;N/A;Yes;N/A;Yes
33;Sony;Sony Ericsson Live with Walkman;https://www.gsmarena.com/sony_ericsson_live_with_walkman-4111.php;N/A;N/A;N/A;Up to 17 h 30 min;Up to 350 h (2G) / Up to 400 h (3G);Up to 14 h 15 min (2G) / Up to 6 h 42 min (3G);Removable Li-Ion 1200 mAh battery;N/A;N/A;106 x 56.5 x 14.2 mm (4.17 x 2.22 x 0.56 in);Mini-SIM;115 g (4.06 oz);2.1, A2DP, EDR;N/A;N/A;GPS, A-GPS;Stereo FM radio, RDS;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, DLNA, hotspot;N/A;Scratch-resistant glass;320 x 480 pixels, 3:2 ratio (~180 ppi density);3.2 inches, 30.5 cm2 (~50.9% screen-to-body ratio);TFT;N/A;N/A;N/A;N/A;"ANT+
MP4/H.264/WMV player
MP3/eAAC+/WMA/WAV player
TrackID music recognition
Document editor
Voice memo
Predictive text input";N/A;N/A;N/A;N/A;Accelerometer, proximity, compass;2011, August. Released 2011, October;Discontinued;N/A;LED flash;5 MP, AF;N/A;720p;N/A;N/A;microSDHC (dedicated slot), 2 GB included;320MB 512MB RAM;N/A;Black, White;N/A;About 120 EUR;N/A;1.00 W/kg (head);HSDPA 850 / 1900 / 2100 - WT19a;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100 - WT19i;N/A;N/A;N/A;N/A;HSPA 7.2/5.76 Mbps;GSM / HSPA;Noise -88.1dB / Crosstalk -87.9dB;N/A;N/A;Photo / Video;N/A;Voice 75dB / Noise 68dB / Ring 78dB;N/A;1.0 GHz Scorpion;Qualcomm MSM8255 Snapdragon S2;Adreno 205;Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich);N/A;N/A;N/A;VGA;;N/A;Yes;N/A;Yes, with stereo speakers
34;Sony;Sony Xperia 1;https://www.gsmarena.com/sony_xperia_1-9543.php;N/A;N/A;18W wired, PD2.0;N/A;N/A;N/A;Li-Ion 3330 mAh, non-removable;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame;167 x 72 x 8.2 mm (6.57 x 2.83 x 0.32 in);Nano-SIMNano-SIM + Nano-SIM;178 g (6.28 oz);5.0, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS, BDS, GALILEO;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;"Runs at 1096 x 2560 pixels except for select use cases
Triluminos display
X-Reality Engine";Corning Gorilla Glass 6;1644 x 3840 pixels, 21:9 ratio (~643 ppi density);6.5 inches, 98.6 cm2 (~82.0% screen-to-body ratio);OLED, HDR BT.2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2019, February 25;Available. Released 2019, May 30;N/A;Color spectrum sensor, LED flash, panorama, HDR, eye tracking;N/A;"12 MP, f/1.6, 26mm (wide), 1/2.55"", 1.4µm, predictive dual pixel PDAF, 5-axis OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, predictive PDAF, 2x optical zoom, 5-axis OIS
12 MP, f/2.4, 16mm (ultrawide), 1/3.4"", 1.0µm";4K@24/25/30fps HDR, 1080p@60fps, 1080p@30fps (5-axis gyro-EIS), 1080p@960fps;UFS 2.1;N/A;microSDXC (uses shared SIM slot) - dual SIM model only;64GB 6GB RAM, 128GB 6GB RAM;N/A;Black, Gray, Purple, White;J8110, J8170, J9110, J9150, SOV40, SO-03L;About 500 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41, 46, 66;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE Cat19 1600/150 Mbps;GSM / HSPA / LTE;Noise -93.6dB / Crosstalk -85.2dB;N/A;Endurance rating 79h;Photo / Video;665 nits max brightness (measured);-26.7 LUFS (Good);"AnTuTu: 356734 (v7), 418206 (v8)
GeekBench: 10985 (v4.4), 2753 (v5.1)
GFXBench: 33fps (ES 3.1 onscreen)";Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);Qualcomm SM8150 Snapdragon 855 (7 nm);Adreno 640;Android 9.0 (Pie), upgradable to Android 11;N/A;N/A;HDR;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";1080p@30fps (5-axis gyro-EIS);"24-bit/192kHz Hi-Res audio
Dynamic vibration system";No;N/A;Yes, with stereo speakers
35;Sony;Sony Xperia 10 V;https://www.gsmarena.com/sony_xperia_10_v-12264.php;N/A;N/A;Wired, PD, QC;N/A;N/A;N/A;Li-Po 5000 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass Victus), plastic frame, plastic back;155 x 68 x 8.3 mm (6.10 x 2.68 x 0.33 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;159 g (5.61 oz);5.1, A2DP, LE, aptX HD, aptX Adaptive;N/A;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Triluminos display;Corning Gorilla Glass Victus;1080 x 2520 pixels, 21:9 ratio (~449 ppi density);6.1 inches, 86.9 cm2 (~82.5% screen-to-body ratio);OLED, 1B colors, HDR;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2023, May 11;Available. Released 2023, June 21;N/A;LED flash, HDR, panorama;N/A;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 54mm (telephoto), 1/4.4"", 1.0µm, PDAF, 2x optical zoom
8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm";1080p@30fps;UFS;N/A;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM;N/A;Black, White, Sage Green, Lavender;XQ-DC72, XQ-DC54;$ 699.00 / £ 329.99;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 2100;1, 3, 4, 5, 7, 8, 20, 28, 38, 39, 40, 41;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79 SA/NSA;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 16:14h;Endurance rating 175h;Photo / Video;947 nits max brightness (measured);-27.4 LUFS (Good);"AnTuTu: 357142 (v9)
GeekBench: 1897 (v5.5), 2067 (v6)
GFXBench: 16fps (ES 3.1 onscreen)";Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver);Qualcomm SM6375 Snapdragon 695 5G (6 nm);Adreno 619;Android 13, upgradable to Android 15;N/A;N/A;HDR;"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;N/A;Yes, with stereo speakers
36;Sony;Sony Xperia XZ2 Compact;https://www.gsmarena.com/sony_xperia_xz2_compact-9082.php;N/A;N/A;18W wired, QC3;N/A;N/A;N/A;Li-Ion 2870 mAh, non-removable;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass 5), plastic back, aluminum frame;135 x 65 x 12.1 mm (5.31 x 2.56 x 0.48 in);Nano-SIMNano-SIM + Nano-SIM;168 g (5.93 oz);5.0, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS, BDS, GALILEO;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;"Triluminos display
X-Reality Engine";Corning Gorilla Glass 5;1080 x 2160 pixels, 18:9 ratio (~483 ppi density);5.0 inches, 64.5 cm2 (~73.5% screen-to-body ratio);IPS LCD, HDR BT.2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass;2018, February. Released 2018, April;Discontinued;N/A;Laser AF, color spectrum sensor, LED flash, panorama, HDR;"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF";N/A;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 1080p@960fps;UFS 2.1;N/A;microSDXC (uses shared SIM slot) - dual SIM model only;64GB 4GB RAM;N/A;Black, White Silver, Moss Green, Coral Pink;H8324, H8314, SO-05K;About 430 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41, 66;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (4CA) Cat15 800/150 Mbps;GSM / HSPA / LTE;Noise -93.4dB / Crosstalk -92.7dB;N/A;Endurance rating 88h;Photo / Video;Contrast ratio: 1315:1 (nominal), 3.765 (sunlight);Voice 66dB / Noise 73dB / Ring 83dB;"AnTuTu: 265326 (v7), 308651 (v8)
GeekBench: 8487 (v4.4), 2174 (v5.1)
GFXBench: 33fps (ES 3.1 onscreen)";Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Qualcomm SDM845 Snapdragon 845 (10 nm);Adreno 630;Android 8.0 (Oreo), upgradable to Android 10;N/A;N/A;N/A;"5 MP, f/2.2, 23mm (wide), 1/5.0""";1080p@30fps (gyro-EIS);24-bit/192kHz Hi-Res audio;No;N/A;Yes, with stereo speakers
37;Sony;Sony Xperia 10 III Lite;https://www.gsmarena.com/sony_xperia_10_iii_lite-11064.php;N/A;N/A;30W wired, PD, QC;N/A;N/A;N/A;Li-Po 4500 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), plastic frame;154 x 68 x 8.3 mm (6.06 x 2.68 x 0.33 in);Nano-SIM + eSIM;169 g (5.96 oz);5.1, A2DP, LE, aptX HD;N/A;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 3.1, OTG, video output;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Triluminos display;Corning Gorilla Glass 6;1080 x 2520 pixels, 21:9 ratio (~457 ppi density);6.0 inches, 84.1 cm2 (~80.3% screen-to-body ratio);OLED, 1B colors, HDR;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2021, August 20;Available. Released 2021, August 27;N/A;LED flash, HDR, panorama;N/A;"12 MP, f/1.8, 27mm (wide), 1/2.8"", PDAF
8 MP, f/2.4, 54mm (telephoto), 1/4.0"", PDAF, 2x optical zoom
8 MP, f/2.2, 16mm, 120˚ (ultrawide), 1/4.0""";4K@30fps, 1080p@30fps;UFS;N/A;microSDXC (uses shared SIM slot);64GB 6GB RAM;N/A;Black, White, Blue, Pink;XQ-BT44;About 370 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;1, 3, 4, 12, 18, 19, 38, 41;77, 78 SA/NSA;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Kryo 560 Gold & 6x1.7 GHz Kryo 560 Silver);Qualcomm SM6350 Snapdragon 690 5G (8 nm);Adreno 619;Android 11;N/A;N/A;HDR;"8 MP, f/2.0, 24mm (wide), 1/4.0""";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;N/A;Yes
38;Sony;Sony Xperia Pro-I;https://www.gsmarena.com/sony_xperia_pro_i-11174.php;N/A;N/A;30W wired, PD, 50% in 30 min;N/A;N/A;N/A;Li-Po 4500 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass Victus), glass back (Gorilla Glass 6), aluminum frame;166 x 72 x 8.9 mm (6.54 x 2.83 x 0.35 in);Nano-SIM + Nano-SIM;211 g (7.44 oz);5.2, A2DP, LE, aptX HD, aptX Adaptive;N/A;Yes;GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 3.2, OTG, DisplayPort;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;Runs at 1096 x 2560 pixels except for select use cases;Corning Gorilla Glass Victus;1644 x 3840 pixels, 21:9 ratio (~643 ppi density);6.5 inches, 98.6 cm2 (~82.5% screen-to-body ratio);OLED, 1B colors, 120Hz, HDR BT.2020;N/A;N/A;N/A;N/A;Native Sony Alpha camera support;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2021, October 26;Available. Released 2021, December 02;N/A;Zeiss optics, Zeiss T* lens coating, color spectrum sensor, LED flash, panorama, 12-bit RAW, HDR, eye tracking;N/A;"12 MP, f/2.0-4.0, 24mm (wide), 1.0""-type, 2.4µm, dual pixel PDAF, OIS (315 PDAF points, 90% frame coverage)
12 MP, f/2.4, 50mm (telephoto), 1/2.9"", PDAF, 2x optical zoom, OIS
12 MP, f/2.2, 124˚, 16mm (ultrawide), 1/2.55"", dual pixel PDAF
0.3 MP, TOF 3D, (depth)";"4K@24/25/30/60/120fps HDR, 1080p@30/60/120fps; 5-axis gyro-EIS, OIS";UFS 3.X;N/A;microSDXC (uses shared SIM slot);512GB 12GB RAM;N/A;Frosted Black;XQ-BE62, XQBE62-B, XQ-BE62-B, XQ-BE62/B, XQ-BE42, XQ-BE42-B, XQ-BE42/B, XQ-BE72, XQ-BE52;About 930 EUR;N/A;N/A;1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78, 79 SA/NSA/Sub6;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 46, 48, 66, 71;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 71, 77, 78 SA/NSA/Sub6;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 87h;Photo / Video;644 nits max brightness (measured);-28.6 LUFS (Average);"AnTuTu: 725839 (v9)
GeekBench: 3540 (v5.1)
GFXBench: 51fps (ES 3.1 onscreen)";Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Qualcomm SM8350 Snapdragon 888 5G (5 nm);Adreno 660;Android 11, upgradable to Android 13;N/A;N/A;HDR;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";1080p@30fps, 5-axis gyro-EIS;"24-bit/192kHz Hi-Res audio
Dynamic vibration system
Snapdragon Sound";Yes;N/A;Yes, with stereo speakers
39;Sony;Sony Xperia 1 V;https://www.gsmarena.com/sony_xperia_1_v-12263.php;N/A;N/A;"30W wired, PD3.0, PPS, 50% in 30 min
Wireless
Reverse wireless";N/A;N/A;N/A;Li-Po 5000 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass Victus), aluminum frame;165 x 71 x 8.3 mm (6.50 x 2.80 x 0.33 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;187 g (6.60 oz);5.3, A2DP, LE Audio, aptX HD, aptX Adaptive, aptX Lossless;N/A;Yes;GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 3.2, OTG, video output;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct, DLNA;N/A;Corning Gorilla Glass Victus 2;1644 x 3840 pixels, 21:9 ratio (~643 ppi density);6.5 inches, 98.6 cm2 (~84.2% screen-to-body ratio);OLED, 1B colors, 120Hz, HDR BT.2020;N/A;N/A;N/A;N/A;Native Sony Alpha camera support;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2023, May 11;Available. Released 2023, July 28;N/A;Zeiss optics, Zeiss T* lens coating, color spectrum sensor, LED flash, panorama, HDR, eye tracking;N/A;"48 MP, f/1.9, 24mm (wide), 1/1.35"", 1.12µm, dual pixel PDAF, OIS
12 MP, f/2.3, 85mm (telephoto), f/2.8, 125mm (telephoto), 1/3.5"", dual pixel PDAF, 3.5x-5.2x continuous optical zoom, OIS
12 MP, f/2.2, 16mm (ultrawide), 1/2.5"", dual pixel PDAF";"4K@24/25/30/60/120fps HDR, 1080p@30/60/120fps; 5-axis gyro-EIS, OIS";UFS 4.0;N/A;microSDXC (uses shared SIM slot);256GB 12GB RAM, 512GB 12GB RAM;N/A;Black, Khaki Green, Platinum Silver;XQDQ62/B, XQ-DQ72, XQ-DQ54;$ 1,399.00;N/A;N/A;1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78, 79 SA/NSA/Sub6 - Asia;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 46, 66 - Europe;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6 - Europe;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 12:24h;Endurance rating 115h;Photo / Video;936 nits max brightness (measured);-25.4 LUFS (Very good);"AnTuTu: 1127931 (v9)
GeekBench: 4916 (v6)
GFXBench: 96fps (ES 3.1 onscreen)";Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);Adreno 740;Android 13, upgradable to Android 15;N/A;N/A;HDR;"12 MP, f/2.0, 24mm (wide), 1/2.9"", 1.25µm";4K@30/60fps, 1080p@30/60fps, 5-axis gyro-EIS;"24-bit/192kHz Hi-Res audio
Dynamic vibration system
Snapdragon Sound";Yes;N/A;Yes, with stereo speakers
40;Sony;Sony Xperia XA2;https://www.gsmarena.com/sony_xperia_xa2-8986.php;N/A;N/A;18W wired, QC3;N/A;N/A;N/A;Li-Ion 3300 mAh, non-removable;N/A;Glass front (Gorilla Glass 4), plastic back, aluminum frame;142 x 70 x 9.7 mm (5.59 x 2.76 x 0.38 in);Nano-SIMNano-SIM + Nano-SIM;171 g (6.03 oz);5.0, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 4;1080 x 1920 pixels, 16:9 ratio (~424 ppi density);5.2 inches, 74.5 cm2 (~75.0% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2018, January. Released 2018, February;Discontinued;N/A;LED flash, HDR, panorama;"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF";N/A;4K@30fps, 1080p@30fps, stereo sound rec., HDR;N/A;N/A;microSDXC (uses shared SIM slot);32GB 3GB RAM;N/A;Silver, Black, Blue, Pink;H4113, H3113, H4133, H3123;About 200 EUR;N/A;N/A;1, 2, 3, 5, 7, 8, 28, 38, 39, 40, 41 - H3133, H4133;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - H3123;1, 2, 4, 5, 7, 8, 12, 13, 17, 25, 28, 29, 66 - H3123;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat13 600/150 Mbps;GSM / HSPA / LTE;Noise -92.8dB / Crosstalk -87.8dB;N/A;Endurance rating 92h;Photo / Video;Contrast ratio: 1327:1 (nominal), 2.938 (sunlight);Voice 68dB / Noise 72dB / Ring 78dB;"GeekBench: 4215 (v4.4)
GFXBench: 6fps (ES 3.1 onscreen)";Octa-core 2.2 GHz Cortex-A53;Qualcomm SDM630 Snapdragon 630 (14 nm);Adreno 508;Android 8.0 (Oreo);N/A;N/A;N/A;"8 MP, f/2.4, 1/4.0""";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;N/A;Yes
