No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
25;Realme;Realme P4 Pro;https://www.gsmarena.com/realme_p4_pro_5g-14086.php;N/A;N/A;"80W wired
10W reverse wired
Bypass charging";Si/C Li-Ion 7000 mAh;IP66 dust tight and water resistant (high pressure water jets);Glass front (Gorilla Glass 7i), plastic/glass fiber frame, plastic back;162.3 x 76.2 x 7.7 mm;Nano-SIM + Nano-SIM;189 g (6.67 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;No;GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass 7i;1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density);6.8 inches, 112.8 cm2 (~91.2% screen-to-body ratio);AMOLED, 1B colors, 144Hz, HDR10+, 4608Hz PWM, 1800 nits (HBM), 6500 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, August 20;Available. Released 2025, August 27;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Birch Wood, Dark Oak Wood, Midnight Ivy;RMX5116;₹ 23,999;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;"AnTuTu: 1078117 (v10)
GeekBench: 3542 (v6)
3DMark: 1800 (Wild Life Extreme)";Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520);Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm);Adreno 722;Android 15, up to 3 major Android upgrades, Realme UI 6.0;Panorama;"50 MP, f/2.4, 22mm (wide), 1/2.88"", 0.61µm";4K@30/60fps, 1080p@30/60fps;N/A;No;Yes, with stereo speakers
26;Realme;Realme C75 4G;https://www.gsmarena.com/realme_c75-13522.php;N/A;N/A;"45W wired
Reverse wired";6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 8 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;196 g (6.91 oz);5.0, A2DP, LE;N/A;Unspecified;GPS, GALILEO, GLONASS, QZSS, BDS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;ArmorShell glass;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.3% screen-to-body ratio);IPS LCD, 90Hz, 580 nits (typ), 690 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, November 26;Available. Released 2024, December 01;"50 MP, f/1.8, (wide), PDAF
secondary unspecified camera";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Gold, Black;RMX3941;$ 148.37 / € 158.94 / £ 145.86;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek Helio G92 Max (12 nm);Mali-G52 MC2;Android 14, Realme UI 5.0;N/A;8 MP, f/2.0, (wide);1080p@30fps;N/A;No;Yes, with dual speakers
27;Realme;Realme 12 Pro;https://www.gsmarena.com/realme_12_pro-12810.php;N/A;N/A;67W wired, 50% in 19 min;5000 mAh;IP65 dust tight and water resistant (low pressure water jets);N/A;161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~90.4% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 800 nits (HBM), 950 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 29;Available. Released 2024, January 29;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/2.0"", PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 1/2.75"", PDAF, OIS, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120fps, gyro-EIS;N/A;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Submarine Blue, Navigator Beige;RMX3842;$ 629.21 / € 239.99 / ₹ 27,500;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);Adreno 710;Android 14, Realme UI 5.0;N/A;16 MP, f/2.4, 24mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
28;Realme;Realme Narzo 80 Pro;https://www.gsmarena.com/realme_narzo_80_pro_5g-13782.php;N/A;N/A;"80W wired, 50% in 21 min
Reverse wired
Bypass charging";Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Manufacturer-rated water-resistant (up to 2m for 48 h)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;162.8 x 74.9 x 7.6 mm (6.41 x 2.95 x 0.30 in);Nano-SIM + Nano-SIM;179 g (6.31 oz);5.4, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2392 pixels (~391 ppi density);6.72 inches, 109.3 cm2 (~89.6% screen-to-body ratio);OLED, 1B colors, 120Hz, HDR, 600 nits (typ), 1400 nits (HBM), 4500 nits (peak);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, April 09;Available. Released 2025, April 09;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Racing Green, Speed Silver;N/A;₹ 17,498;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7400 (4 nm);Mali-G615 MC2;Android 15, Realme UI 6.0;Panorama;16 MP, f/2.4, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
29;Realme;Realme GT Master;https://www.gsmarena.com/realme_gt_master-11001.php;N/A;N/A;65W wired, 100% in 33 min;4300 mAh;N/A;Glass front, plastic frame, plastic back;159.2 mm x 73.5 mm x 8.0/8.7 mm (depending on color);Nano-SIM + Nano-SIM;174/180 g (depending on color) (6.14 oz);5.2, A2DP, LE;N/A;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~409 ppi density);6.43 inches, 99.8 cm2 (~85.3% screen-to-body ratio);Super AMOLED, 120Hz, 1000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2021, July 21;Available. Released 2021, July 30;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, 25mm (wide), 1/2.0"", 0.7µm, PDAF
8 MP, f/2.2, 16mm, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60fps, gyro-EIS;UFS;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Black, Gray, White, Aurora;RMX3363, RMX3360, RMX3361;$ 142.99 / € 129.82;N/A;N/A;1, 3, 5, 8, 28, 41, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;N/A;N/A;Endurance rating 114h;Photo / Video;634 nits max brightness (measured);-29.2 LUFS (Average);"AnTuTu: 529263 (v9)
GeekBench: 2917 (v5.1)
GFXBench: 27fps (ES 3.1 onscreen)";Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55);Qualcomm SM7325 Snapdragon 778G 5G (6 nm);Adreno 642L;Android 11, upgradable to Android 13, Realme UI 4.0;HDR, panorama;"32 MP, f/2.5, 26mm (wide), 1/2.74"", 0.8µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes
30;Realme;Realme P1;https://www.gsmarena.com/realme_p1-12936.php;N/A;N/A;45W wired, 50% in 27 min;Li-Ion 5000 mAh;IP54 dust protected and water resistant (water splashes);N/A;163 x 75.5 x 8 mm (6.42 x 2.97 x 0.31 in);Nano-SIM + Nano-SIM;188 g (6.63 oz);5.2, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.3% screen-to-body ratio);AMOLED, 120Hz, 600 nits (HBM), 1200 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, April 15;Available. Released 2024, April 15;"50 MP, f/1.8, 27mm (wide), 1/2.76"", 0.64µm, PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60/120/480fps, 720p@960fps, gyro-EIS;UFS 3.1;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Phoenix Red, Peacock Green;RMX3870;₹ 18,990;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 7050 (6 nm);Mali-G68 MC4;Android 14, Realme UI 5.0;N/A;"16 MP, f/2.5, 24mm (wide), 1/3.0"", 1.0µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers
31;Realme;Realme GT 7;https://www.gsmarena.com/realme_gt_7_5g-13863.php;N/A;N/A;"120W wired, 14 min to 50%, 40 min to 100%
7.5W reverse wired
Bypass charging";Si/C Li-Ion 7000 mAh;"IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 7i), plastic frame, plastic back;162.4 x 76.1 x 8.3 mm (6.39 x 3.00 x 0.33 in);Nano-SIM + Nano-SIMNano-SIM + Nano-SIM + eSIM (max 2 at a time);206 g (7.27 oz);5.4, A2DP, LE;Yes;Yes, 360˚;GPS (L1+L5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5), GLONASS;No;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 7i or ArmorShell glass, Mohs level 6;1264 x 2780 pixels (~450 ppi density);6.78 inches, 111.7 cm2 (~90.4% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, 2160Hz PWM, HDR10+, Dolby Vision, 600 nits (typ), 1600 nits (HBM), 6000 nits (peak);78:52h endurance, 800 cycles;Class A;Class B (180 falls);Class B;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, May 27;Available. Released 2025, May 27;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, (wide), 1/1.56, 1.0µm, PDAF, OIS
50 MP, f/2.0, (telephoto), 1/2.76"", 0.64µm, PDAF, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";8K@30fps, 4K@30/60/120fps, 1080p@30/60/120/240fps, gyro-EIS, OIS, Dolby Vision HDR;UFS 4.0;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;IceSense Black, IceSense Blue, Aston Martin Green;RMX5061;$ 819.99 / € 510.00 / ₹ 39,998;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66, 71;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 71, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 21:06h;N/A;N/A;1451 nits max brightness (measured);-25.0 LUFS (Very good);"AnTuTu: 2141861 (v10)
GeekBench: 7412 (v6)
3DMark: 5383 (Wild Life Extreme)";Octa-core (1x3.4 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720);Mediatek Dimensity 9400e (4 nm);Immortalis-G720 MC12;Android 15, up to 4 major Android upgrades, Realme UI 6.0;Panorama;"32 MP, f/2.5, 21mm (wide), 1/2.74"", 0.8µm";4K@30/60fps, 1080p@30/60fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
32;Realme;Realme 15 Lite;https://www.gsmarena.com/realme_15_lite_5g-14159.php;N/A;N/A;80W wired;5000 mAh;IP65 dust tight and water resistant (low pressure water jets);N/A;161.7 x 74.7 x 7.6 mm (6.37 x 2.94 x 0.30 in);Nano-SIM + Nano-SIM;185 g (6.53 oz);5.4, A2DP, LE;Yes;Unspecified;GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Unspecified;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);OLED, 1B colors, 120Hz, 2000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Not announced yet;Rumored;"50 MP, f/1.8, (wide), 1/1.95"", PDAF, OIS
2 MP, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30fps, gyro-EIS, OIS;UFS;No;128GB 8GB RAM, 256GB 8GB RAM;Satin Green, Glitter Gold, Electric Purple;N/A;N/A;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Energy (4 nm);Mali-G615 MC2;Android 15, Realme UI 6.0;N/A;16 MP, (wide);Yes;N/A;Yes;Yes
33;Realme;Realme Note 60x;https://www.gsmarena.com/realme_note_60x-13558.php;N/A;N/A;10W wired;5000 mAh;"IP54 dust protected and water resistant (water splashes)
Die-cast aluminum chassis
ArmorShell";N/A;167.3 x 76.7 x 7.8 mm (6.59 x 3.02 x 0.31 in);Nano-SIM + Nano-SIM;187 g (6.60 oz);5.0, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Reinforced glass;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio);IPS LCD, 90Hz, 560 nits (peak);N/A;N/A;N/A;N/A;N/A;Accelerometer, proximity, compass;2024, December 09;Available. Released 2024, December 09;N/A;LED flash, panorama;N/A;"8 MP
Auxiliary lens";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM;Wilderness Green, Marble Black;RMX3938;$ 86.42 / £ 69.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 14, Realme UI;N/A;5 MP, (wide);720p@30fps;N/A;Yes;Yes
34;Realme;Realme Note 60;https://www.gsmarena.com/realme_note_60-13283.php;N/A;N/A;10W wired;5000 mAh;"IP64 dust tight and water resistant (water splashes)
Die-cast aluminum chassis";Glass front, plastic frame, plastic back;167.3 x 76.7 x 7.8 mm (6.59 x 3.02 x 0.31 in);Nano-SIM + Nano-SIM;187 g (6.60 oz);5.0, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Reinforced glass;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio);IPS LCD, 90Hz, 450 nits (typ), 560 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, August 30;Available. Released 2024, August 30;N/A;LED flash, panorama;N/A;"32 MP, f/1.8, (wide), PDAF
Auxiliary lens";N/A;1080p@30fps;N/A;microSDXC (dedicated slot);64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 8GB RAM;Voyage Blue, Marble Black;RMX3933;$ 165.00 / € 90.23 / £ 85.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;1, 3, 5, 8, 40;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 14, Realme UI;N/A;5 MP, (wide);720p@30fps;N/A;Yes;Yes
35;Realme;Realme 10;https://www.gsmarena.com/realme_10-11950.php;N/A;N/A;33W wired, 50% in 28 min;5000 mAh;N/A;Glass front (Gorilla Glass 5), plastic frame, plastic back;159.9 x 73.3 x 8 mm (6.30 x 2.89 x 0.31 in);Nano-SIM + Nano-SIM;178 g (6.28 oz);5.3, A2DP, LE, aptX HD, aptX Adaptive;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~411 ppi density);6.4 inches, 98.9 cm2 (~84.4% screen-to-body ratio);Super AMOLED, 90Hz, 1000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2022, November 09;Available. Released 2022, November 11;"50 MP, f/1.8, 27mm (wide), 1/2.76"", PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;White, Blue;RMX3630;$ 435.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;Endurance rating 126h;Photo / Video;610 nits max brightness (measured);-24.9 LUFS (Very good);"AnTuTu: 385829 (v9)
GeekBench: 1762 (v5.1)
GFXBench: 17fps (ES 3.1 onscreen)";Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Helio G99 (6 nm);Mali-G57 MC2;Android 12, Realme UI 3.0;HDR, panorama;16 MP, f/2.5, 27mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes
36;Realme;Realme 13 Pro+;https://www.gsmarena.com/realme_13_pro+-13196.php;N/A;N/A;80W wired, 50% in 19 min, 100% in 49 min;5200 mAh;IP65 dust tight and water resistant (low pressure water jets);Glass front (Gorilla Glass 7i), plastic frame, glass back;161.3 x 73.9 x 8.2 or 8.4 mm;Nano-SIM + Nano-SIM;185.5 g or 190 g (6.56 oz);5.2, A2DP, LE;N/A;Yes, 360˚ (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;HDR image support;Corning Gorilla Glass 7i;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~90.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1200 nits (HBM), 2000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, July 30;Available. Released 2024, August 06;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
50 MP, f/2.7, 73mm, (periscope telephoto), 1/1.95"", 0.8µm, multi-directional PDAF, OIS, 3x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120fps, gyro-EIS;N/A;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Monet Gold, Emerald Green, Monet Purple;RMX3920, RMX3921;$ 549.00 / ₹ 23,499;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 13:39h;N/A;N/A;1398 nits max brightness (measured);-25.7 LUFS (Very good);"AnTuTu: 663084 (v10)
GeekBench: 2685 (v6)
3DMark: 808 (Wild Life Extreme)";Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);Adreno 710;Android 14, Realme UI 5.0;N/A;"32 MP, f/2.5, 21mm (wide), 1/2.74"", 0.8µm";4K@30fps, 1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
37;Realme;Realme C33;https://www.gsmarena.com/realme_c33-11849.php;N/A;N/A;10W wired;5000 mAh;N/A;Glass front, plastic frame, plastic back;164.2 x 75.7 x 8.3 mm (6.46 x 2.98 x 0.33 in);Nano-SIM + Nano-SIM;187 g (6.60 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;Unspecified;microUSB 2.0;Wi-Fi 802.11 b/g/n;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.5 inches, 102.0 cm2 (~82.1% screen-to-body ratio);IPS LCD, 400 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity;2022, September 06;Available. Released 2022, September 12;"50 MP, (wide), PDAF
0.3 MP, f/2.8, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM;Sandy Gold, Aqua Blue, Night Sea;RMX3624;About 110 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 12, Realme UI S;HDR;"5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm";720p@30fps;N/A;Yes;Yes
