No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Camera_;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_EDGE;Network_GPRS;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
23;Poco;Xiaomi Poco M4 5G;https://www.gsmarena.com/xiaomi_poco_m4_5g-11762.php;N/A;N/A;18W wired;Li-Po 5000 mAh;Splash resistant;Glass front (Gorilla Glass), plastic frame, plastic back;164 x 76.1 x 8.9 mm (6.46 x 3.00 x 0.35 in);Nano-SIM + Nano-SIM;200 g (7.05 oz);N/A;5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass (unspecified version);1080 x 2408 pixels, 20:9 ratio (~401 ppi density);6.58 inches, 104.3 cm2 (~83.6% screen-to-body ratio);IPS LCD, 90Hz, 500 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2022, August 15;Available. Released 2022, October 07;"13 MP, f/2.2, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 6GB RAM;Power Black, Cool Blue, Poco Yellow;22041219PG;About 180 EUR;1.09 W/kg (head)     1.09 W/kg (body);0.60 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 121h;Photo / Video;Contrast ratio: 1630:1 (nominal);-28.8 LUFS (Average);"AnTuTu: 336380 (v9)
GeekBench: 1730 (v5.1)
GFXBench: 12fps (ES 3.1 onscreen)";Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 700 (7 nm);Mali-G57 MC2;Android 12, MIUI 13;N/A;HDR;5 MP, f/2.2, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes
24;Poco;Xiaomi Poco C3;https://www.gsmarena.com/xiaomi_poco_c3-10482.php;N/A;N/A;10W wired;Li-Po 5000 mAh;N/A;N/A;164.9 x 77.1 x 9 mm (6.49 x 3.04 x 0.35 in);Nano-SIM + Nano-SIM;194 g (6.84 oz);N/A;5.0, A2DP, LE;N/A;No;GPS, GLONASS, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;Panda Glass;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.43 inches, 102.1 cm2 (~80.3% screen-to-body ratio);IPS LCD, 400 nits (typ);N/A;N/A;N/A;N/A;N/A;Accelerometer, proximity;2020, October 06;Available. Released 2020, October 16;N/A;LED flash, HDR;N/A;N/A;"13 MP, f/2.2, 28mm (wide), 1.0µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 4GB RAM;Arctic Blue, Lime Green, Matte Black;M2006C3MII, MZB07RIIN, MZB07RJIN, MZB07QAIN, MZB07RLIN, MZB07RKIN, MZB07RHIN;About 80 EUR;0.51 W/kg (head)     0.83 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 40, 41;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);Mediatek MT6765G Helio G35 (12 nm);PowerVR GE8320;Android 10, MIUI 12;N/A;HDR;5 MP, f/2.2, (wide), 1.12µm;1080p@30fps;N/A;Yes;Yes
25;Poco;Xiaomi Poco X3 GT;https://www.gsmarena.com/xiaomi_poco_x3_gt-10949.php;N/A;N/A;67W wired, PD3.0, 100% in 42 min;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass Victus), plastic back;163.3 x 75.9 x 8.9 mm (6.43 x 2.99 x 0.35 in);Nano-SIM + Nano-SIM;193 g (6.81 oz);N/A;5.2, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;Corning Gorilla Glass Victus;1080 x 2400 pixels, 20:9 ratio (~399 ppi density);6.6 inches, 105.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, HDR10, 450 nits (typ);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, gyro, compass;2021, July 28;Available. Released 2021, August 19;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120fps;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM;Stargaze Black, Wave Blue, Cloud White;21061110AG;About 150 EUR;1.09 W/kg (head)     1.05 W/kg (body);0.58 W/kg (head)     0.94 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 38, 40, 41, 42;1, 3, 28, 41, 77, 78 SA/NSA;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 110h;Photo / Video;1425:1 contrast ratio, 537 nits max brightness (measured);-28.5 LUFS (Average);"AnTuTu: 506800 (v8) | 578505 (v9)
GeekBench: 2310 (v5.1)
GFXBench: 38fps (ES 3.1 onscreen)";Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 1100 (6 nm);Mali-G77 MC9;Android 11, MIUI 12.5 for POCO;N/A;N/A;"16 MP, f/2.5, (wide), 1/3.06"", 1.0µm";1080p@30fps, 720p@120fps, 960fps;"24-bit/192kHz Hi-Res audio
Tuned by JBL";No;Yes, with stereo speakers
26;Poco;Xiaomi Poco M3 Pro 5G;https://www.gsmarena.com/xiaomi_poco_m3_pro_5g-10857.php;N/A;N/A;18W wired;Li-Po 5000 mAh;N/A;Glass front (Gorilla Glass 3), plastic frame, plastic back;161.8 x 75.3 x 8.9 mm (6.37 x 2.96 x 0.35 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);N/A;5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~405 ppi density);6.5 inches, 102.0 cm2 (~83.7% screen-to-body ratio);IPS LCD, 90Hz, 400 nits (typ), 500 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2021, May 19;Available. Released 2021, May 22;N/A;Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 6GB RAM;Poco Yellow, Power Black, Cool Blue;M2103K19PG, M2103K19PI, M2103K19PY;About 140 EUR;0.94 W/kg (head)     1.06 W/kg (body);0.54 W/kg (head)     0.90 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 40, 41, 66;1, 3, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 121h;Photo / Video;1475:1 contrast ratio, 536 nits max brightness (measured);-27.9 LUFS (Good);N/A;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 700 (7 nm);Mali-G57 MC2;Android 11, MIUI 12;N/A;N/A;8 MP, f/2.0, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes
27;Poco;Xiaomi Poco X6;https://www.gsmarena.com/xiaomi_poco_x6-12723.php;N/A;N/A;67W wired, 100% in 44 min;5100 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Gorilla Glass Victus), plastic frame, plastic back;161.2 x 74.3 x 8 mm (6.35 x 2.93 x 0.31 in);Nano-SIM + Nano-SIM;181 g (6.38 oz);N/A;5.2, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass Victus;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~89.7% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, Dolby Vision, 500 nits (typ), 1200 nits (HBM), 1800 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 11;Available. Released 2024, January 12;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, 25mm (wide), 1/2.0"", 0.7µm, PDAF, OIS
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60fps, gyro-EIS;UFS 2.2;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Black, White, Blue;23122PCD1G, 23122PCD1I;$ 230.00 / € 299.99 / ₹ 19,989;1.09 W/kg (head)     1.03 W/kg (body);1.00 W/kg (head)     1.00 W/kg (body);1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA/Sub6 - International;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 10:11h;N/A;Photo / Video;1339 nits max brightness (measured);-26.5 LUFS (Good);"AnTuTu: 533112 (v9), 605803 (v10)

GeekBench: 2945 (v6)
3DMark: 792 (Wild Life Extreme)";Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);Adreno 710;Android 13, up to 3 major Android upgrades, HyperOS;N/A;HDR;16 MP, f/2.5, (wide), 1.0µm;1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;Yes;Yes, with dual speakers
28;Poco;Xiaomi Poco F6;https://www.gsmarena.com/xiaomi_poco_f6-13000.php;N/A;N/A;90W wired, PD3.0, 2-100% in 35 min;5000 mAh;IP64 dust tight and water resistant (water splashes);Glass front (Gorilla Glass Victus), plastic frame, plastic back;160.5 x 74.5 x 8 mm (6.32 x 2.93 x 0.31 in);Nano-SIM + Nano-SIM;179 g (6.31 oz);N/A;5.4, A2DP, LE;Yes;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS (B1I+B1c);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;Corning Gorilla Glass Victus;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~89.8% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 500 nits (typ), 1200 nits (HBM), 2400 nits (peak);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (under display, optical), accelerometer, gyro, compass;2024, May 23;Available. Released 2024, May 23;"50 MP, f/1.6, (wide), 1/1.95"", 0.8µm, multi-directional PDAF, OIS
8 MP, (ultrawide), 1/4.0"", 1.12µm";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS;UFS 4.0;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Black, Green, Titanium;24069PC21G, 24069PC21I;$ 319.99 / € 292.00 / £ 215.00 / ₹ 19,999;N/A;0.99 W/kg (head)     1.00 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA/Sub6;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 10:36h;N/A;N/A;1218 nits max brightness (measured);-25.2 LUFS (Very good);"AnTuTu: 1497886 (v10)
GeekBench: 4883 (v6)
3DMark: 3110 (Wild Life Extreme)";Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520);Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm);Adreno 735;Android 14, up to 3 major Android upgrades, HyperOS;N/A;HDR;20 MP, f/2.2, (wide), 0.8µm;1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers
29;Poco;Xiaomi Poco F4 GT;https://www.gsmarena.com/xiaomi_poco_f4_gt-11479.php;N/A;N/A;120W wired, PD3.0, QC3, 100% in 17 min;Li-Po 4700 mAh;Physical magnetic pop-up gaming triggers;Glass front (Gorilla Glass Victus), glass back, aluminum frame;162.5 x 76.7 x 8.5 mm (6.40 x 3.02 x 0.33 in);Nano-SIM + Nano-SIM;210 g (7.41 oz);N/A;5.2, A2DP, LE;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;Corning Gorilla Glass Victus;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~86.2% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10+, 800 nits (HBM);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, gyro, compass;2022, April 26;Available. Released 2022, April 28;N/A;Color spectrum sensor, Dual-LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.9, 26mm (wide), 1/1.73"", 0.8µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide)
2 MP, f/2.4, (macro)";4K@30/60fps, 1080p@30/60/120fps, 720p@960fps, HDR;UFS 3.1;No;128GB 8GB RAM, 256GB 12GB RAM;Stealth Black, Knight Silver, Cyber Yellow;21121210G;€ 293.22;1.09 W/kg (head)     0.99 W/kg (body);0.59 W/kg (head)     0.96 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 40, 41;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 81h;Photo / Video;Contrast ratio: Infinite (nominal);-27.4 LUFS (Good);"AnTuTu: 952124 (v9)
GeekBench: 3637 (v5.1)";Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510);Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);Adreno 730;Android 12, upgradable to Android 13, MIUI 14;N/A;HDR;"20 MP, f/2.4, (wide), 1/2.0"", 0.8µm";1080p@30/60fps, 720p@120fps, HDR;"24-bit/192kHz Hi-Res audio
Tuned by JBL";No;Yes, with stereo speakers (4 speakers)
30;Poco;Xiaomi Poco C40;https://www.gsmarena.com/xiaomi_poco_c40-11468.php;N/A;N/A;18W wired;Li-Po 6000 mAh;Dust & splash resistant;N/A;169.6 x 76.6 x 9.2 mm (6.68 x 3.02 x 0.36 in);Nano-SIM + Nano-SIM;204 g (7.20 oz);N/A;5.0, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass;720 x 1650 pixels (~268 ppi density);6.71 inches, 106.5 cm2 (~82.0% screen-to-body ratio);IPS LCD, 400 nits;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, proximity;2022, June 06;Available. Released 2022, June 17;"13 MP, f/2.2, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC;32GB 2GB RAM, 32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM;Power Black, Coral Green, Poco Yellow;220333QPG;About 110 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.0 GHz Cortex-A55 & 4x1.5 GHz Cortex-A55);JLQ JR510 (11 nm);Mali-G57 MC1;Android 11, MIUI 13 for POCO;N/A;HDR;5 MP, f/2.2;1080p@30fps;N/A;Yes;Yes
31;Poco;Xiaomi Poco M6 Pro 4G;https://www.gsmarena.com/xiaomi_poco_m6_pro_4g-12779.php;N/A;N/A;67W wired, 100% in 44 min;5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Gorilla Glass 5), plastic frame;161.1 x 75 x 8 mm (6.34 x 2.95 x 0.31 in);Nano-SIM + Nano-SIM;179 g (6.31 oz);N/A;5.2, A2DP, LE;Yes;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);AMOLED, 120Hz, 1000 nits (HBM), 1300 nits (peak);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (under display, optical), accelerometer, gyro, compass;2024, January 11;Available. Released 2024, January 12;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, 25mm (wide), 1/2.0"", 0.7µm, PDAF, OIS
8 MP, f/2.2, (ultrawide)
2 MP, f/2.4, (macro)";1080p@30/60fps, gyro-EIS;UFS 2.2;microSDXC (uses shared SIM slot);256GB 8GB RAM, 512GB 12GB RAM;Black, Blue, Purple;2312FPCA6G;$ 136.80 / € 211.16 / £ 375.00;1.09 W/kg (head)     1.09 W/kg (body);0.99 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 40, 41, 66;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;Active use score 11:46h;N/A;Photo / Video;1053 nits max brightness (measured);-25.0 LUFS (Very good);"AnTuTu: 386301 (v9), 428531 (v10)
GeekBench: 1892 (v5), 1979 (v6)
GFXBench ES 3.1: 15fps (offscreen 1080p)";Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Helio G99 Ultra;Mali-G57 MC2;Android 13, MIUI 14, planned upgrade to Android 14, HyperOS;N/A;N/A;16 MP, f/2.5, (wide);1080p@30/60fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with dual speakers
32;Poco;Xiaomi Poco M6;https://www.gsmarena.com/xiaomi_poco_m6-12737.php;N/A;N/A;18W wired, PD;Li-Po 5000 mAh;Splash and dust resistant;N/A;168 x 78 x 8.1 mm (6.61 x 3.07 x 0.32 in);Nano-SIM + Nano-SIM;195 g (6.88 oz);N/A;5.3, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;Corning Gorilla Glass;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~83.7% screen-to-body ratio);IPS LCD, 90Hz, 450 nits (typ), 600 nits (HBM);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2023, December 22;Available. Released 2023, December 26;N/A;LED flash, HDR;N/A;"50 MP, f/1.8, 28mm (wide), PDAF
0.08 MP (auxiliary lens)";N/A;1080p@30fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM;Galactic Black, Orion Blue;23128PC33I;₹ 7,999;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 78 SA/NSA;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;"AnTuTu: 407997 (v10)
GeekBench: 1954 (v6)
3DMark: 328 (Wild Life Extreme)";Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6100+ (6 nm);Mali-G57 MC2;Android 13, MIUI 14;N/A;HDR;5 MP, f/2.2, (wide);1080p@30fps;N/A;Yes;Yes
33;Poco;Xiaomi Poco F2 Pro;https://www.gsmarena.com/xiaomi_poco_f2_pro-10220.php;N/A;N/A;30W wired, PD3.0, QC4, 100% in 63 min;Li-Po 4700 mAh;N/A;Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;163.3 x 75.4 x 8.9 mm (6.43 x 2.97 x 0.35 in);Nano-SIM + Nano-SIM;219 g (7.72 oz);N/A;5.1, A2DP, LE, aptX HD, aptX Adaptive;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.2% screen-to-body ratio);Super AMOLED, HDR10+, 500 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer;2020, May 12;Available. Released 2020, May 19;N/A;Dual-LED dual-tone flash, HDR, panorama;"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF
5 MP, f/2.2, 50mm (telephoto macro), AF
13 MP, f/2.4, 123˚ (ultrawide), 1.12µm
2 MP, f/2.4, (depth)";N/A;N/A;"8K@24/30fps, 4K@30/60fps, 1080p@30/60/120/240fps, 1080p@960fps; gyro-EIS";"UFS 3.1
6GB RAM (LPDDR4X)
8GB RAM (LPDDR5)";No;64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM;Neon Blue, Phantom White, Electric Purple, Cyber Gray;M2004J11G;About 150 EUR;1.09 W/kg (head)     0.51 W/kg (body);0.79 W/kg (head)     1.03 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International;77, 78 Sub6;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 120h;Photo / Video;854 nits max brightness (measured);-25.6 LUFS (Very good);"AnTuTu: 538221 (v8)
GeekBench: 3332 (v5.1)
GFXBench: 40fps (ES 3.1 onscreen)";Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Adreno 650;Android 10, upgradable to Android 12, MIUI 14;N/A;HDR;"Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm";1080p@30fps, 720p@120fps;24-bit/192kHz Hi-Res audio;Yes;Yes
